UniProtID,function,process,component
P11177,GO:0003824///GO:0004738///GO:0004739///GO:0005515///GO:0016491///GO:0034604,GO:0005975///GO:0006006///GO:0006086///GO:0006090///GO:0006099///GO:0008152///GO:0010510///GO:0046487///GO:0055114///GO:0061732,GO:0005634///GO:0005654///GO:0005739///GO:0005759///GO:0045254///GO:0070062
Q3LHN2,,GO:0031424,GO:0005829///GO:0005882
Q5I0X4,GO:0005515,,
Q5BLP8,,,GO:0005576
