UniProtID,degree,betweenness_centrality,clustering_coefficent
Q2VIR3,1,0.0,0.0
Q16514,33,7.725546687681785e-05,0.3465909090909091
Q16515,5,3.077383389730433e-07,0.5
Q16512,48,0.0001640444580873436,0.0673758865248227
Q16513,29,7.407744297155672e-05,0.11822660098522167
P11836,25,6.036984032422756e-05,0.02
Q14002,3,0.0,1.0
Q14003,2,8.842315762769707e-07,0.0
Q14004,17,1.2402162264651359e-05,0.08823529411764706
Q14005,30,0.0002777021439570428,0.04367816091954023
Q14008,30,6.685540134153315e-05,0.09885057471264368
Q9H3P2,12,1.3808771323334553e-05,0.3333333333333333
Q8WY21,2,7.4186746810311e-08,0.0
Q9BUV8,41,7.094342297716996e-05,0.0524390243902439
Q8NCW5,5,2.6356648479986624e-05,0.2
Q9NUT2,10,5.677838884313484e-06,0.0
Q6Y288,1,0.0,0.0
Q8NCW6,1,0.0,0.0
P00390,24,9.320825607118556e-05,0.19202898550724637
Q71F56,9,2.0316517361619797e-08,0.9166666666666666
P30481,26,1.0062191524381456e-05,0.08923076923076922
Q9UFC0,8,4.375052738340724e-06,0.4642857142857143
O14939,35,7.430416413911556e-05,0.12436974789915967
O14936,64,0.0009508822110062306,0.04365079365079365
O43324,33,3.0943193701781204e-06,0.38636363636363635
O43323,2,3.3307034076143795e-08,0.0
O14933,40,4.443945756732396e-05,0.038461538461538464
O43320,1,0.0,0.0
P04839,11,3.2126682954746337e-06,0.4727272727272727
P49406,29,4.1051860902928275e-05,0.3275862068965517
Q6PEV8,2,0.0,1.0
P0DL12,1,0.0,0.0
Q8IZJ3,2,0.0,1.0
Q8IZJ0,2,7.78801004809797e-07,0.0
Q8IZJ1,2,0.0,1.0
P42336,59,0.00019401497216791635,0.07071887784921099
Q8IZJ4,4,4.179373848235592e-07,0.3333333333333333
Q7Z7F7,18,3.0851173000699505e-06,0.39215686274509803
Q7Z7F0,4,9.982678952200263e-07,0.5
P56937,6,7.783361536507449e-06,0.0
Q8NCX0,1,0.0,0.0
F5GZL8,2,1.1091736644604152e-07,0.0
Q9Y2K5,1,0.0,0.0
Q9Y2K6,47,9.010824644124341e-05,0.04717853839037928
Q9Y2K7,16,3.4037779160320966e-05,0.1
P37088,18,9.29045845922703e-06,0.1895424836601307
Q9Y2K1,6,5.500835513214655e-06,0.26666666666666666
Q9BY27,6,1.6317725035287513e-06,0.06666666666666667
Q9UHY1,19,2.3284763545556523e-05,0.14619883040935672
Q96MT3,4,1.8563021989211647e-06,0.0
Q96MT1,1,0.0,0.0
Q9UHY8,19,1.4978271472883738e-05,0.09941520467836257
O14681,3,8.292225386205381e-07,0.3333333333333333
O14682,10,1.2691184928955254e-06,0.3333333333333333
O14683,1,0.0,0.0
O14684,2,1.5831911321212346e-07,0.0
O14686,29,3.81004179164401e-05,0.25862068965517243
Q96MT8,25,8.087588041741935e-05,0.07
Q9Y3A2,1,0.0,0.0
Q9UNE7,180,0.001680409803192531,0.07839851024208566
Q9UNE2,13,0.00014018257559676446,0.07692307692307693
Q9UNE0,6,1.6652275603166532e-05,0.5333333333333333
Q00975,9,5.471419319508738e-06,0.0
Q86SZ9,1,0.0,0.0
Q86SZ7,1,0.0,0.0
Q86SZ2,7,1.4712182098613243e-07,0.7619047619047619
Q00978,23,0.00017230941807656617,0.07905138339920949
Q7Z2T5,10,5.858750220865509e-06,0.26666666666666666
Q9BYM8,53,0.00011425763384250293,0.14223512336719885
P22888,13,0.0001579526317978398,0.10256410256410256
P50895,3,1.0769874060621734e-06,0.3333333333333333
P50897,12,2.2728435431230155e-05,0.030303030303030304
B3KT33,1,0.0,0.0
Q8IY21,1,0.0,0.0
Q63HM1,1,0.0,0.0
Q63HM2,3,3.0117205625026365e-07,0.3333333333333333
O95755,2,1.833452225070745e-09,0.0
