0,name
1,P12931
1,O95067
1,P56945
1,Q13316
-1,Q4VCS5
1,P42684
1,P61978
1,Q9Y2W2
1,Q08999
-1,P19878
1,P51587
1,P10276
1,Q9UQL6
1,Q9UBN7
1,Q969S8
1,Q8WUI4
1,Q16666
1,Q9GZX7
-1,P18065
-1,P18065
1,O15392
1,O15392
1,P17612
1,Q9UN81
1,Q12778
1,Q99728
1,P38398
1,O14757
-1,O75925
1,Q05397
-1,P09038
1,P35222
1,P35222
1,O95831
1,P40763
-1,P17947
1,Q96EB6
1,Q00653
1,P19838
1,Q02952
1,P29590
-1,P07900
1,P08238
1,P78545
1,Q99988
-1,P12830
1,P46937
1,Q14847
1,P56524
1,Q02750
1,Q9NYA1
1,P00441
