UniProtID,function,process,component
Q07812,GO:0005515///GO:0008289///GO:0015267///GO:0030544///GO:0042802///GO:0042803///GO:0046982///GO:0051087///GO:0051434,GO:0001541///GO:0001764///GO:0001776///GO:0001777///GO:0001782///GO:0001783///GO:0001822///GO:0001836///GO:0001844///GO:0001974///GO:0002262///GO:0002352///GO:0002358///GO:0002904///GO:0006687///GO:0006808///GO:0006915///GO:0006919///GO:0006974///GO:0006977///GO:0006987///GO:0007281///GO:0007283///GO:0007399///GO:0007548///GO:0008053///GO:0008283///GO:0008285///GO:0008584///GO:0008625///GO:0008630///GO:0008635///GO:0008637///GO:0009566///GO:0009611///GO:0009636///GO:0009651///GO:0009791///GO:0010212///GO:0010248///GO:0010332///GO:0010524///GO:0016032///GO:0021854///GO:0021987///GO:0032091///GO:0032461///GO:0032469///GO:0032471///GO:0032976///GO:0033137///GO:0033599///GO:0034644///GO:0035108///GO:0035234///GO:0042475///GO:0042981///GO:0043065///GO:0043281///GO:0043496///GO:0043497///GO:0043523///GO:0043524///GO:0043525///GO:0043653///GO:0045136///GO:0046666///GO:0048087///GO:0048147///GO:0048515///GO:0048597///GO:0048678///GO:0048872///GO:0048873///GO:0051259///GO:0051260///GO:0051281///GO:0051402///GO:0051726///GO:0051881///GO:0060011///GO:0060041///GO:0060058///GO:0060068///GO:0070059///GO:0070242///GO:0070584///GO:0071310///GO:0072332///GO:0090200///GO:0097190///GO:0097191///GO:0097192///GO:0097193///GO:0097296///GO:1900103///GO:1901030///GO:1902108///GO:1902110///GO:1902262///GO:1902263///GO:1902445///GO:1902512///GO:1903896///GO:1990117///GO:2001234///GO:2001241///GO:2001244,GO:0005622///GO:0005634///GO:0005635///GO:0005737///GO:0005739///GO:0005741///GO:0005757///GO:0005783///GO:0005789///GO:0005829///GO:0016020///GO:0016021///GO:0031966///GO:0046930///GO:0070062///GO:0097136///GO:0097144
P60484,GO:0000287///GO:0004438///GO:0004721///GO:0004722///GO:0004725///GO:0005161///GO:0005515///GO:0008138///GO:0008289///GO:0010997///GO:0016314///GO:0016787///GO:0016791///GO:0019899///GO:0019901///GO:0030165///GO:0042802///GO:0051717///GO:0051800///GO:1990381,GO:0000079///GO:0001525///GO:0001933///GO:0002902///GO:0006470///GO:0006629///GO:0006661///GO:0006915///GO:0007270///GO:0007399///GO:0007416///GO:0007417///GO:0007507///GO:0007568///GO:0007584///GO:0007611///GO:0007613///GO:0007626///GO:0008283///GO:0008284///GO:0008285///GO:0009749///GO:0010033///GO:0010035///GO:0010043///GO:0010975///GO:0014067///GO:0014070///GO:0016311///GO:0016477///GO:0016579///GO:0021542///GO:0021955///GO:0030336///GO:0030534///GO:0031175///GO:0031642///GO:0031647///GO:0031658///GO:0032228///GO:0032286///GO:0032355///GO:0032535///GO:0033032///GO:0033198///GO:0033555///GO:0035176///GO:0035335///GO:0036294///GO:0042493///GO:0042711///GO:0043065///GO:0043066///GO:0043491///GO:0043542///GO:0043647///GO:0045471///GO:0045475///GO:0045792///GO:0046621///GO:0046685///GO:0046855///GO:0046856///GO:0048008///GO:0048015///GO:0048679///GO:0048681///GO:0048738///GO:0048853///GO:0048854///GO:0050680///GO:0050765///GO:0050771///GO:0050821///GO:0050852///GO:0051091///GO:0051726///GO:0051895///GO:0051898///GO:0060024///GO:0060044///GO:0060070///GO:0060074///GO:0060134///GO:0060179///GO:0060291///GO:0060292///GO:0060341///GO:0060736///GO:0060997///GO:0061002///GO:0070373///GO:0070374///GO:0071456///GO:0090071///GO:0090344///GO:0090394///GO:0097105///GO:0097107///GO:1903984///GO:1904668///GO:2000060///GO:2000134///GO:2000463///GO:2000808///GO:2001235,GO:0005576///GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005829///GO:0005886///GO:0009898///GO:0016324///GO:0016605///GO:0035749///GO:0042995///GO:0043005///GO:0043197///GO:0043220///GO:0045211
Q8WZ42,GO:0000166///GO:0002020///GO:0004672///GO:0004674///GO:0004713///GO:0005509///GO:0005515///GO:0005516///GO:0005524///GO:0008307///GO:0016301///GO:0016740///GO:0019899///GO:0019901///GO:0031433///GO:0042802///GO:0042805///GO:0043621///GO:0046872///GO:0051015///GO:0051371///GO:0097493,GO:0002576///GO:0003300///GO:0006468///GO:0006936///GO:0006941///GO:0007076///GO:0016310///GO:0018108///GO:0030049///GO:0030240///GO:0030241///GO:0035995///GO:0045214///GO:0045859///GO:0048739///GO:0048769///GO:0050790///GO:0051592///GO:0055003///GO:0055008///GO:0060048,GO:0000794///GO:0005576///GO:0005634///GO:0005737///GO:0005829///GO:0005859///GO:0005865///GO:0030018///GO:0031430///GO:0031674///GO:0070062
O14964,GO:0005515///GO:0019904///GO:0046872,GO:0006622///GO:0006810///GO:0006886///GO:0007165///GO:0008285///GO:0010324///GO:0010628///GO:0015031///GO:0016197///GO:0016236///GO:0016579///GO:0036258///GO:0042059///GO:0042176///GO:0043405///GO:0046426///GO:0061024///GO:0072657///GO:1903543,GO:0005737///GO:0005764///GO:0005768///GO:0005769///GO:0005829///GO:0016020///GO:0031901///GO:0032585///GO:0033565///GO:0043231///GO:0070062
P18146,GO:0000976///GO:0000977///GO:0000982///GO:0001077///GO:0003676///GO:0003677///GO:0003700///GO:0005515///GO:0008270///GO:0010385///GO:0035035///GO:0043565///GO:0044212///GO:0044729///GO:0046872///GO:1990841,GO:0000122///GO:0001666///GO:0002931///GO:0006351///GO:0006355///GO:0006366///GO:0009749///GO:0030217///GO:0030509///GO:0032868///GO:0033233///GO:0035914///GO:0042981///GO:0044849///GO:0045080///GO:0045893///GO:0045944///GO:0046886///GO:0050725///GO:0060337///GO:0061418///GO:0070498///GO:0071310///GO:0071480///GO:0071504///GO:0071506///GO:0072110///GO:0072303///GO:0090090///GO:0098759///GO:2000182,GO:0005634///GO:0005654///GO:0005737
Q14247,GO:0005515///GO:0005522///GO:0045296,GO:0006886///GO:0006897///GO:0006898///GO:0006930///GO:0030041///GO:0030516///GO:0030838///GO:0031532///GO:0045987///GO:0048041///GO:0048812///GO:0048870///GO:0061024///GO:0097062///GO:0097581///GO:1903146///GO:2001237,GO:0001726///GO:0002102///GO:0005737///GO:0005794///GO:0005829///GO:0005856///GO:0005886///GO:0005905///GO:0005925///GO:0005938///GO:0008076///GO:0016020///GO:0030027///GO:0030054///GO:0030425///GO:0030863///GO:0042995///GO:0043197///GO:0043231///GO:0070062///GO:1990023///GO:0005884///GO:0030426
P28482,GO:0000166///GO:0001784///GO:0003677///GO:0004672///GO:0004674///GO:0004707///GO:0005515///GO:0005524///GO:0008134///GO:0008353///GO:0016301///GO:0016740///GO:0019901///GO:0019902///GO:0031435///GO:0042802,GO:0000165///GO:0000187///GO:0000189///GO:0006351///GO:0006355///GO:0006468///GO:0006915///GO:0006935///GO:0006950///GO:0006974///GO:0007049///GO:0007165///GO:0007268///GO:0007411///GO:0007507///GO:0008284///GO:0008543///GO:0009636///GO:0009887///GO:0010468///GO:0010800///GO:0014032///GO:0014066///GO:0016032///GO:0016310///GO:0018105///GO:0018107///GO:0019233///GO:0019858///GO:0030168///GO:0030278///GO:0030335///GO:0030878///GO:0031647///GO:0031663///GO:0032212///GO:0032496///GO:0032872///GO:0033598///GO:0035556///GO:0038095///GO:0038096///GO:0038127///GO:0042473///GO:0043312///GO:0043330///GO:0043627///GO:0045596///GO:0045727///GO:0045893///GO:0048538///GO:0050852///GO:0050853///GO:0051090///GO:0051493///GO:0051973///GO:0060020///GO:0060291///GO:0060324///GO:0060397///GO:0060425///GO:0060440///GO:0060716///GO:0061308///GO:0070371///GO:0070849///GO:0071310///GO:0072584///GO:0090170///GO:0097011///GO:1900034///GO:1904355///GO:2000641,GO:0005576///GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005769///GO:0005770///GO:0005794///GO:0005815///GO:0005819///GO:0005829///GO:0005856///GO:0005901///GO:0005925///GO:0030424///GO:0031143///GO:0032839///GO:0035578///GO:0043204///GO:0043234///GO:0070062///GO:0072686///GO:1904813
P20339,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0019001///GO:0019003,GO:0006661///GO:0006810///GO:0006897///GO:0006909///GO:0007264///GO:0007596///GO:0015031///GO:0030100///GO:0036465///GO:0039694///GO:0045022///GO:0045921///GO:0051036///GO:0051489///GO:0061024///GO:2000286///GO:2000300///GO:2000785,GO:0001726///GO:0005737///GO:0005768///GO:0005769///GO:0005829///GO:0005886///GO:0008021///GO:0010008///GO:0015629///GO:0016020///GO:0030139///GO:0030424///GO:0030425///GO:0030665///GO:0030670///GO:0031410///GO:0031901///GO:0036477///GO:0042470///GO:0042995///GO:0043025///GO:0043195///GO:0043679///GO:0045121///GO:0045335///GO:0070062///GO:0098559
Q12931,GO:0000166///GO:0003723///GO:0005164///GO:0005515///GO:0005524///GO:0019901///GO:0051082,GO:0006457///GO:0006950///GO:0009386///GO:0061077///GO:1901856///GO:1903427///GO:1903751,GO:0005654///GO:0005739///GO:0005743///GO:0005758///GO:0005759///GO:0005811///GO:0016020///GO:0070062
P48436,GO:0000976///GO:0000981///GO:0001046///GO:0001077///GO:0001158///GO:0001228///GO:0003677///GO:0003682///GO:0003700///GO:0003705///GO:0004672///GO:0005515///GO:0008013///GO:0034236///GO:0035326///GO:0043425///GO:0043565///GO:0044212///GO:0046982///GO:0097157,GO:0000122///GO:0001501///GO:0001502///GO:0001503///GO:0001658///GO:0001708///GO:0001837///GO:0001894///GO:0001934///GO:0001942///GO:0002053///GO:0002062///GO:0002063///GO:0002683///GO:0003170///GO:0003179///GO:0003188///GO:0003203///GO:0003413///GO:0003415///GO:0006334///GO:0006338///GO:0006351///GO:0006355///GO:0006357///GO:0006366///GO:0006461///GO:0007010///GO:0007165///GO:0007173///GO:0007219///GO:0007283///GO:0007417///GO:0007507///GO:0008284///GO:0008285///GO:0008584///GO:0010564///GO:0010628///GO:0010629///GO:0010634///GO:0014032///GO:0014068///GO:0016337///GO:0019100///GO:0019933///GO:0030154///GO:0030155///GO:0030198///GO:0030238///GO:0030279///GO:0030502///GO:0030850///GO:0030857///GO:0030858///GO:0030879///GO:0030903///GO:0030916///GO:0031018///GO:0032331///GO:0032332///GO:0032808///GO:0034504///GO:0035019///GO:0035622///GO:0042127///GO:0042981///GO:0043066///GO:0043491///GO:0045165///GO:0045595///GO:0045662///GO:0045732///GO:0045892///GO:0045893///GO:0045944///GO:0046533///GO:0048709///GO:0048873///GO:0050679///GO:0050680///GO:0051216///GO:0060008///GO:0060009///GO:0060018///GO:0060041///GO:0060174///GO:0060221///GO:0060350///GO:0060441///GO:0060487///GO:0060512///GO:0060517///GO:0060532///GO:0060534///GO:0060729///GO:0060784///GO:0061036///GO:0061046///GO:0061138///GO:0061145///GO:0070168///GO:0070371///GO:0070384///GO:0071260///GO:0071300///GO:0071347///GO:0071364///GO:0071504///GO:0071560///GO:0071599///GO:0072034///GO:0072170///GO:0072189///GO:0072190///GO:0072193///GO:0072197///GO:0072289///GO:0090090///GO:0090103///GO:0090184///GO:0090190///GO:1901203///GO:1902894///GO:2000020///GO:2000138///GO:2000741///GO:2000794///GO:2001054,GO:0005634///GO:0005654///GO:0005667///GO:0043234///GO:0044798
P01112,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0008022,GO:0000165///GO:0001934///GO:0002223///GO:0006897///GO:0006915///GO:0006935///GO:0007050///GO:0007093///GO:0007165///GO:0007166///GO:0007173///GO:0007264///GO:0007265///GO:0007411///GO:0007569///GO:0008283///GO:0008284///GO:0008285///GO:0009887///GO:0010628///GO:0010629///GO:0030335///GO:0032729///GO:0034260///GO:0035900///GO:0038095///GO:0038128///GO:0042088///GO:0042832///GO:0043406///GO:0043410///GO:0043524///GO:0043547///GO:0045740///GO:0045944///GO:0046330///GO:0046579///GO:0048013///GO:0048169///GO:0050679///GO:0050852///GO:0050900///GO:0051291///GO:0070374///GO:0090303///GO:0090398///GO:0097193///GO:1900029///GO:2000251///GO:2000630,GO:0000139///GO:0005634///GO:0005737///GO:0005794///GO:0005829///GO:0005886///GO:0016020///GO:0043231///GO:0048471
P01116,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0019002///GO:0019003///GO:0030275///GO:0032403,GO:0000165///GO:0001889///GO:0001934///GO:0002223///GO:0007165///GO:0007173///GO:0007264///GO:0007265///GO:0007411///GO:0007565///GO:0008284///GO:0008542///GO:0010628///GO:0019221///GO:0021897///GO:0030036///GO:0031647///GO:0032228///GO:0035022///GO:0035900///GO:0038002///GO:0038095///GO:0038128///GO:0043406///GO:0043524///GO:0045596///GO:0048169///GO:0048873///GO:0050900///GO:0051000///GO:0051092///GO:0051146///GO:0051384///GO:0051385///GO:0060441///GO:2000774,GO:0005737///GO:0005739///GO:0005829///GO:0005886///GO:0005925///GO:0016020///GO:0031234///GO:0045121
P10398,GO:0000166///GO:0004672///GO:0004674///GO:0004709///GO:0005057///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0031434///GO:0046872,GO:0000165///GO:0000186///GO:0006464///GO:0006468///GO:0007165///GO:0007275///GO:0009968///GO:0016310///GO:0030154///GO:0032006///GO:0032434///GO:0033138///GO:0035556///GO:0043066///GO:0070374,GO:0005575///GO:0005739///GO:0005829
Q14738,GO:0004722///GO:0005515///GO:0019888,GO:0006470///GO:0007165///GO:0007399///GO:0050790,GO:0000159///GO:0005634///GO:0005654///GO:0005737///GO:0005829
P13569,GO:0000166///GO:0005254///GO:0005260///GO:0005515///GO:0005524///GO:0015106///GO:0015108///GO:0016787///GO:0016887///GO:0017081///GO:0019869///GO:0019899///GO:0030165///GO:0042626///GO:0043225,GO:0006695///GO:0006810///GO:0006811///GO:0006821///GO:0006904///GO:0007585///GO:0015701///GO:0016579///GO:0030301///GO:0035774///GO:0045921///GO:0048240///GO:0051454///GO:0055085///GO:0060081///GO:0061024///GO:0071320///GO:0099133///GO:1902161///GO:1902476///GO:1902943,GO:0005737///GO:0005765///GO:0005768///GO:0005769///GO:0005789///GO:0005829///GO:0005886///GO:0005887///GO:0009986///GO:0010008///GO:0016020///GO:0016021///GO:0016323///GO:0016324///GO:0030660///GO:0030665///GO:0031901///GO:0034707///GO:0043234///GO:0055037///GO:0070062///GO:0031205
Q8IZP0,GO:0005515///GO:0008092///GO:0017124///GO:0030296///GO:0032403///GO:0045296,GO:0001756///GO:0006928///GO:0007169///GO:0008154///GO:0008285///GO:0016032///GO:0018108///GO:0035855///GO:0038096///GO:0048010///GO:0048813///GO:0061098///GO:0072673,GO:0005622///GO:0005634///GO:0005737///GO:0005783///GO:0005829///GO:0005856///GO:0005886///GO:0014069///GO:0016020///GO:0030027///GO:0030054///GO:0030175///GO:0030426///GO:0031209///GO:0031252///GO:0042995///GO:0043005///GO:0045202///GO:0045211///GO:0070062
P18848,GO:0000978///GO:0000981///GO:0001046///GO:0001076///GO:0001077///GO:0001085///GO:0003677///GO:0003700///GO:0005515///GO:0008022///GO:0008134///GO:0043522///GO:0043565///GO:0044212///GO:0046982,GO:0006094///GO:0006351///GO:0006355///GO:0006357///GO:0006366///GO:0006520///GO:0007214///GO:0007623///GO:0010575///GO:0010628///GO:0032057///GO:0032922///GO:0034198///GO:0034644///GO:0034976///GO:0036003///GO:0036091///GO:0036499///GO:0042149///GO:0042789///GO:0043065///GO:0043267///GO:0043525///GO:0045893///GO:0045943///GO:0045944///GO:0048511///GO:0061395///GO:0070059///GO:1903204///GO:1990440///GO:1990737,GO:0005634///GO:0005654///GO:0005667///GO:0005737///GO:0005815///GO:0005856///GO:0005886///GO:0016020///GO:0032590///GO:0034399///GO:0043005///GO:1990037///GO:1990589///GO:1990590///GO:1990617
Q9BRT6,GO:0001099///GO:0003723,GO:0060999///GO:0097484,GO:0005634///GO:0005694///GO:0005730
Q15561,GO:0001085///GO:0003677///GO:0003700///GO:0005515///GO:0043565///GO:0044212,GO:0001501///GO:0006351///GO:0006355///GO:0006357///GO:0006367///GO:0007517///GO:0035329///GO:0045944///GO:0048568,GO:0005634///GO:0005654///GO:0005667
Q71U36,GO:0000166///GO:0003924///GO:0005198///GO:0005200///GO:0005515///GO:0005525///GO:0019904,GO:0000086///GO:0007010///GO:0007017///GO:0030705///GO:0051301///GO:0097711,GO:0005634///GO:0005737///GO:0005829///GO:0005856///GO:0005874///GO:0005881///GO:0015630///GO:0036464///GO:0043209///GO:0055037///GO:0070062
P17612,GO:0000166///GO:0004672///GO:0004674///GO:0004691///GO:0004712///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019901///GO:0031625///GO:0034237,GO:0000086///GO:0002027///GO:0002223///GO:0003091///GO:0006397///GO:0006468///GO:0007596///GO:0010881///GO:0016241///GO:0016310///GO:0018105///GO:0034199///GO:0034605///GO:0035584///GO:0042157///GO:0043393///GO:0045667///GO:0048240///GO:0051480///GO:0055117///GO:0060314///GO:0061136///GO:0071158///GO:0071333///GO:0071377///GO:0071872///GO:0086064///GO:0097711///GO:1903779///GO:2000810,GO:0001669///GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005813///GO:0005829///GO:0005886///GO:0005929///GO:0005952///GO:0016020///GO:0016607///GO:0031410///GO:0031514///GO:0031588///GO:0034704///GO:0042995///GO:0044853///GO:0045171///GO:0048471///GO:0070062///GO:0097225///GO:0097546
P49790,GO:0003677///GO:0005487///GO:0005515///GO:0008139///GO:0008270///GO:0017056///GO:0042802///GO:0043495///GO:0046872,GO:0006406///GO:0006409///GO:0006606///GO:0006810///GO:0007077///GO:0010827///GO:0015031///GO:0016032///GO:0016925///GO:0019083///GO:0031047///GO:0046718///GO:0046832///GO:0051028///GO:0051292///GO:0075732///GO:0075733///GO:1900034,GO:0005634///GO:0005643///GO:0005654///GO:0005730///GO:0005829///GO:0016020///GO:0031965///GO:0034399///GO:0042405///GO:0044615///GO:0044613
P35579,GO:0000146///GO:0000166///GO:0003723///GO:0003774///GO:0003779///GO:0005515///GO:0005516///GO:0005524///GO:0016887///GO:0019904///GO:0030898///GO:0042803///GO:0043495///GO:0043531///GO:0045296///GO:0051015,GO:0000212///GO:0000904///GO:0000910///GO:0001525///GO:0001701///GO:0001768///GO:0006509///GO:0006911///GO:0007155///GO:0007229///GO:0007520///GO:0008360///GO:0015031///GO:0016337///GO:0030048///GO:0030220///GO:0030224///GO:0031032///GO:0031532///GO:0032796///GO:0043534///GO:0050900///GO:0051295///GO:0070527///GO:1903919///GO:1903923,GO:0001725///GO:0001726///GO:0001772///GO:0001931///GO:0005634///GO:0005737///GO:0005819///GO:0005826///GO:0005829///GO:0005856///GO:0005886///GO:0005903///GO:0005913///GO:0005925///GO:0005938///GO:0015629///GO:0016020///GO:0016459///GO:0016460///GO:0030863///GO:0031012///GO:0031252///GO:0031594///GO:0032154///GO:0042641///GO:0043234///GO:0070062///GO:0097513///GO:0008180///GO:0008305
P35580,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005515///GO:0005516///GO:0005524///GO:0030898///GO:0043531///GO:0051015,GO:0000281///GO:0001701///GO:0001764///GO:0001778///GO:0003279///GO:0006887///GO:0006930///GO:0007097///GO:0007155///GO:0007409///GO:0007411///GO:0007420///GO:0007507///GO:0007512///GO:0008283///GO:0008360///GO:0021592///GO:0021670///GO:0021678///GO:0021680///GO:0030036///GO:0030048///GO:0030239///GO:0031032///GO:0031175///GO:0035904///GO:0050885///GO:0055003///GO:0055015///GO:0060041///GO:0060976,GO:0001725///GO:0005634///GO:0005737///GO:0005819///GO:0005829///GO:0005886///GO:0005903///GO:0005938///GO:0016459///GO:0016460///GO:0030027///GO:0030424///GO:0030426///GO:0030496///GO:0031594///GO:0032154///GO:0042641///GO:0042995///GO:0043005///GO:0043025///GO:0043197///GO:0070062///GO:0097513
O00141,GO:0000166///GO:0004672///GO:0004674///GO:0004712///GO:0005246///GO:0005515///GO:0005524///GO:0015459///GO:0016301///GO:0016740///GO:0017080///GO:0017081,GO:0001558///GO:0006468///GO:0006814///GO:0006915///GO:0006950///GO:0006974///GO:0007616///GO:0008217///GO:0016310///GO:0018105///GO:0030334///GO:0032411///GO:0034220///GO:0035556///GO:0042127///GO:0042981///GO:0048812///GO:0050790///GO:0051090///GO:0060453///GO:0070294,GO:0005634///GO:0005737///GO:0005739///GO:0005783///GO:0005789///GO:0005829///GO:0005886///GO:0016020///GO:0016607
Q92621,GO:0005515///GO:0017056,GO:0000059///GO:0006406///GO:0006409///GO:0006810///GO:0006913///GO:0007077///GO:0010827///GO:0015031///GO:0016032///GO:0016925///GO:0019083///GO:0031047///GO:0051028///GO:0051292///GO:0075733///GO:1900034,GO:0005634///GO:0005635///GO:0005643///GO:0016020///GO:0031965///GO:0034399///GO:0044611
P12883,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005515///GO:0005516///GO:0005524///GO:0016887///GO:0030898,GO:0002026///GO:0002027///GO:0003009///GO:0006936///GO:0006941///GO:0007512///GO:0014728///GO:0014883///GO:0014898///GO:0030049///GO:0031449///GO:0046034///GO:0055010///GO:0060048,GO:0001725///GO:0005737///GO:0005859///GO:0016459///GO:0030016///GO:0030017///GO:0030018///GO:0032982
Q9UKX2,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005515///GO:0005516///GO:0005524,GO:0006936///GO:0030049///GO:0038096,GO:0005737///GO:0005829///GO:0005859///GO:0016459///GO:0030016///GO:0030017///GO:0032982///GO:0043234
Q9Y2W1,GO:0000166///GO:0001046///GO:0001104///GO:0003712///GO:0003713///GO:0003723///GO:0004872///GO:0005515///GO:0005524///GO:0030374///GO:0042809///GO:0046966///GO:0051219,GO:0000381///GO:0000956///GO:0006351///GO:0006355///GO:0006367///GO:0006397///GO:0007623///GO:0008380///GO:0030518///GO:0030521///GO:0042753///GO:0045893///GO:0045944///GO:0048026///GO:0048255///GO:0048511,GO:0005634///GO:0005654///GO:0016592///GO:0016607///GO:0070062///GO:0035145
Q16678,GO:0004497///GO:0005506///GO:0016491///GO:0016705///GO:0016712///GO:0019825///GO:0020037///GO:0046872///GO:0070330,GO:0001525///GO:0002930///GO:0006725///GO:0006805///GO:0006809///GO:0007155///GO:0007601///GO:0008202///GO:0008210///GO:0008285///GO:0008631///GO:0009404///GO:0009636///GO:0010575///GO:0016125///GO:0019369///GO:0019373///GO:0030199///GO:0030336///GO:0032088///GO:0033629///GO:0042572///GO:0042574///GO:0043065///GO:0043542///GO:0045766///GO:0046427///GO:0046466///GO:0048514///GO:0055114///GO:0061298///GO:0061304///GO:0070301///GO:0071407///GO:0071603///GO:0097267///GO:2000377,GO:0005739///GO:0005783///GO:0005789///GO:0016020///GO:0031090///GO:0043231
P04406,GO:0004365///GO:0005515///GO:0008017///GO:0016491///GO:0016620///GO:0016740///GO:0035605///GO:0042802///GO:0050661///GO:0051287,GO:0000226///GO:0006006///GO:0006094///GO:0006096///GO:0006417///GO:0006915///GO:0016241///GO:0017148///GO:0035606///GO:0050821///GO:0051402///GO:0055114///GO:0061621///GO:0071346,GO:0005634///GO:0005737///GO:0005811///GO:0005829///GO:0005856///GO:0005886///GO:0015630///GO:0016020///GO:0030529///GO:0031012///GO:0031965///GO:0031982///GO:0043231///GO:0048471///GO:0070062///GO:0097452
O14746,GO:0000049///GO:0001223///GO:0003677///GO:0003720///GO:0003721///GO:0003723///GO:0003964///GO:0005515///GO:0016740///GO:0016779///GO:0042162///GO:0042803///GO:0046872///GO:0051087///GO:0070034///GO:0003968,GO:0000723///GO:0001172///GO:0006278///GO:0007004///GO:0007005///GO:0010629///GO:0022616///GO:0030177///GO:0030422///GO:0031647///GO:0032092///GO:0032774///GO:0042635///GO:0043066///GO:0043524///GO:0045766///GO:0046326///GO:0046686///GO:0051000///GO:0060253///GO:0070200///GO:0071456///GO:0071897///GO:0090399///GO:1900087///GO:1902895///GO:1903620///GO:1903704///GO:1904707///GO:1904751///GO:1904754///GO:1904837///GO:2000352///GO:2000648///GO:2000773///GO:2001240,GO:0000333///GO:0000781///GO:0000783///GO:0000784///GO:0005634///GO:0005654///GO:0005694///GO:0005697///GO:0005730///GO:0005737///GO:0005739///GO:0005886///GO:0016605///GO:0030529///GO:0031379///GO:0042645///GO:1990572
P68133,GO:0000166///GO:0005200///GO:0005515///GO:0005524///GO:0017022///GO:0043531,GO:0006936///GO:0009612///GO:0009991///GO:0010226///GO:0010628///GO:0016049///GO:0030049///GO:0030240///GO:0043503///GO:0048545///GO:0048741///GO:0090131,GO:0001725///GO:0005615///GO:0005737///GO:0005829///GO:0005856///GO:0005865///GO:0005884///GO:0015629///GO:0030017///GO:0030027///GO:0030175///GO:0044297///GO:0070062///GO:0072562
P15941,GO:0000978///GO:0002039///GO:0003712///GO:0005515,GO:0002223///GO:0006977///GO:0006978///GO:0010944///GO:0016266///GO:0033629///GO:0036003///GO:0043618///GO:0090240///GO:1902166,GO:0000790///GO:0005576///GO:0005615///GO:0005634///GO:0005737///GO:0005796///GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0016324///GO:0031982///GO:0070062
Q15172,GO:0005515///GO:0019888///GO:0019900,GO:0007165///GO:0035307///GO:0090005///GO:0090219,GO:0000159///GO:0000775///GO:0005634///GO:0005694///GO:0005737///GO:0005829///GO:0030018///GO:0031430///GO:0016020
P27361,GO:0000166///GO:0001784///GO:0004672///GO:0004674///GO:0004707///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019902///GO:0097110,GO:0000165///GO:0000187///GO:0000189///GO:0001934///GO:0006351///GO:0006361///GO:0006461///GO:0006468///GO:0006915///GO:0006974///GO:0006975///GO:0007049///GO:0007411///GO:0008543///GO:0009636///GO:0009887///GO:0014032///GO:0014066///GO:0016032///GO:0016310///GO:0018105///GO:0019233///GO:0019369///GO:0030168///GO:0030278///GO:0030509///GO:0030878///GO:0031281///GO:0031663///GO:0032212///GO:0032496///GO:0032872///GO:0033129///GO:0035066///GO:0035556///GO:0038083///GO:0038095///GO:0038096///GO:0042473///GO:0043330///GO:0045727///GO:0045893///GO:0045944///GO:0048538///GO:0051090///GO:0051216///GO:0051493///GO:0051973///GO:0060020///GO:0060324///GO:0060397///GO:0060425///GO:0060440///GO:0061308///GO:0070371///GO:0070374///GO:0070498///GO:0070849///GO:0071260///GO:0072584///GO:0090170///GO:1900034///GO:1904355///GO:1904417///GO:2000641///GO:2000657,GO:0005634///GO:0005635///GO:0005654///GO:0005737///GO:0005739///GO:0005769///GO:0005770///GO:0005794///GO:0005829///GO:0005856///GO:0005901///GO:0005925///GO:0031143///GO:0043234///GO:0070062
Q9BSI4,GO:0005515///GO:0010521///GO:0042162///GO:0003677,GO:0010833///GO:0010836///GO:0016233///GO:0032202///GO:0032206///GO:0032211///GO:0034502///GO:0050680///GO:0051974///GO:0070198,GO:0000781///GO:0000783///GO:0000784///GO:0005634///GO:0005654///GO:0005694///GO:0010370///GO:0016363///GO:0016604///GO:0070187
P05023,GO:0000166///GO:0005391///GO:0005515///GO:0005524///GO:0016787///GO:0016791///GO:0019901///GO:0019904///GO:0030506///GO:0030955///GO:0031402///GO:0043531///GO:0043548///GO:0046872///GO:0051087///GO:1990239,GO:0002026///GO:0002028///GO:0006810///GO:0006811///GO:0006813///GO:0006814///GO:0006883///GO:0008217///GO:0010107///GO:0010248///GO:0016311///GO:0030007///GO:0031947///GO:0034220///GO:0036376///GO:0042493///GO:0045822///GO:0045823///GO:0045989///GO:0055119///GO:0060081///GO:0071260///GO:0071383///GO:0086002///GO:0086004///GO:0086009///GO:0086013///GO:0086064///GO:0090662///GO:1903416///GO:1903779///GO:1990573,GO:0005768///GO:0005783///GO:0005794///GO:0005886///GO:0005890///GO:0005901///GO:0014069///GO:0014704///GO:0016020///GO:0016021///GO:0016323///GO:0016324///GO:0030315///GO:0042383///GO:0042470///GO:0043209///GO:0043234///GO:0045121///GO:0070062///GO:1903561
