UniProtID,function,process,component
P00558,GO:0000166///GO:0004618///GO:0005515///GO:0005524///GO:0016301///GO:0016740,GO:0006094///GO:0006096///GO:0016310///GO:0030855///GO:0061621,GO:0005737///GO:0005829///GO:0016020///GO:0045121///GO:0070062
O75694,GO:0005215///GO:0005515///GO:0017056,GO:0000972///GO:0006405///GO:0006406///GO:0006409///GO:0006606///GO:0006810///GO:0006913///GO:0006998///GO:0007077///GO:0010827///GO:0015031///GO:0016032///GO:0016925///GO:0019083///GO:0031047///GO:0036228///GO:0051028///GO:0075733///GO:0086014///GO:1900034,GO:0005634///GO:0005635///GO:0005643///GO:0016020///GO:0031965///GO:0044611
P21817,GO:0002020///GO:0005216///GO:0005219///GO:0005245///GO:0005262///GO:0005509///GO:0005515///GO:0005516///GO:0015278///GO:0019899///GO:0048763,GO:0001666///GO:0003151///GO:0006810///GO:0006811///GO:0006816///GO:0006874///GO:0006936///GO:0007275///GO:0014808///GO:0031000///GO:0034220///GO:0043588///GO:0043931///GO:0048741///GO:0051209///GO:0051480///GO:0055085///GO:0070588///GO:0071313///GO:1903779,GO:0005737///GO:0005790///GO:0005886///GO:0005887///GO:0005938///GO:0014701///GO:0014802///GO:0016020///GO:0016021///GO:0016529///GO:0030314///GO:0030315///GO:0031674///GO:0033017///GO:0043234///GO:0070062
P10071,GO:0000977///GO:0000978///GO:0001077///GO:0003676///GO:0003677///GO:0003682///GO:0003700///GO:0005515///GO:0008013///GO:0035035///GO:0042826///GO:0043565///GO:0046872,GO:0000122///GO:0001656///GO:0001658///GO:0001701///GO:0001822///GO:0002052///GO:0006351///GO:0006355///GO:0006366///GO:0007224///GO:0007389///GO:0007411///GO:0007417///GO:0007420///GO:0007442///GO:0007507///GO:0008285///GO:0009952///GO:0009953///GO:0009954///GO:0010468///GO:0016485///GO:0021513///GO:0021522///GO:0021537///GO:0021543///GO:0021544///GO:0021631///GO:0021766///GO:0021775///GO:0021776///GO:0021798///GO:0021801///GO:0021819///GO:0021861///GO:0021915///GO:0022018///GO:0030318///GO:0030324///GO:0030326///GO:0030879///GO:0030900///GO:0032332///GO:0033077///GO:0035108///GO:0035295///GO:0042060///GO:0042127///GO:0042307///GO:0042475///GO:0042733///GO:0042981///GO:0043010///GO:0043066///GO:0043585///GO:0043586///GO:0043627///GO:0045060///GO:0045595///GO:0045596///GO:0045665///GO:0045669///GO:0045879///GO:0045892///GO:0045893///GO:0045944///GO:0046638///GO:0046639///GO:0048557///GO:0048566///GO:0048568///GO:0048589///GO:0048593///GO:0048598///GO:0048646///GO:0048663///GO:0048704///GO:0048709///GO:0048754///GO:0048839///GO:0048856///GO:0060021///GO:0060173///GO:0060364///GO:0060366///GO:0060367///GO:0060594///GO:0060831///GO:0060840///GO:0060873///GO:0060875///GO:0061005///GO:0070242///GO:0090090///GO:1903010,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005929///GO:0005930///GO:0016607///GO:0017053///GO:0042995///GO:0097542///GO:0097546///GO:0016592
P05026,GO:0001671///GO:0005391///GO:0005515///GO:0008022///GO:0023026///GO:0051117///GO:0005524///GO:0008144///GO:0016887///GO:0030955///GO:0031402,GO:0001666///GO:0006810///GO:0006811///GO:0006813///GO:0006814///GO:0006874///GO:0006883///GO:0007155///GO:0010107///GO:0010248///GO:0010468///GO:0010882///GO:0030001///GO:0030007///GO:0032781///GO:0034220///GO:0036376///GO:0044861///GO:0046034///GO:0050821///GO:0050900///GO:0055119///GO:0060048///GO:0072659///GO:0086009///GO:0086013///GO:0086064///GO:0090662///GO:1901018///GO:1903169///GO:1903278///GO:1903281///GO:1903288///GO:1903779///GO:1990573,GO:0005622///GO:0005886///GO:0005890///GO:0005901///GO:0014704///GO:0016020///GO:0016021///GO:0016323///GO:0016324///GO:0042383///GO:0043209///GO:0070062///GO:1903561
A6NGB9,GO:0003779///GO:0017124,GO:0007275///GO:0007283///GO:0030154///GO:0038096,GO:0005737///GO:0005829
P48431,GO:0000976///GO:0001077///GO:0003677///GO:0003700///GO:0005515///GO:0035198///GO:0043565///GO:0044212,GO:0000122///GO:0001649///GO:0001654///GO:0001714///GO:0006325///GO:0006351///GO:0006355///GO:0006366///GO:0007050///GO:0007275///GO:0009611///GO:0010468///GO:0021781///GO:0021983///GO:0021984///GO:0022409///GO:0030900///GO:0035019///GO:0042246///GO:0043281///GO:0043410///GO:0045597///GO:0045665///GO:0045893///GO:0045944///GO:0048839///GO:0050680///GO:0070848///GO:0090090///GO:0097150,GO:0005634///GO:0005654///GO:0005667///GO:0005737///GO:0005829
P49759,GO:0000166///GO:0004672///GO:0004674///GO:0004712///GO:0004713///GO:0004715///GO:0005515///GO:0005524///GO:0016301///GO:0016740,GO:0006468///GO:0008283///GO:0016310///GO:0018105///GO:0018107///GO:0018108///GO:0043484///GO:0046777,GO:0005634///GO:0005737
O14983,GO:0000166///GO:0005388///GO:0005509///GO:0005515///GO:0005524///GO:0016787///GO:0042803///GO:0046872,GO:0006810///GO:0006811///GO:0006816///GO:0006942///GO:0008637///GO:0031448///GO:0032470///GO:0032471///GO:0034220///GO:0034976///GO:0045988///GO:0051561///GO:0051659///GO:0070059///GO:0070509///GO:0070588///GO:0090076///GO:0099132///GO:1903779,GO:0005739///GO:0005783///GO:0005789///GO:0005793///GO:0016020///GO:0016021///GO:0016529///GO:0031095///GO:0031673///GO:0031674///GO:0033017///GO:0034704///GO:0048471
P09429,GO:0000400///GO:0000405///GO:0001530///GO:0001786///GO:0003677///GO:0003684///GO:0003690///GO:0003697///GO:0003700///GO:0003723///GO:0005125///GO:0005515///GO:0008134///GO:0008301///GO:0016829///GO:0019958///GO:0042056///GO:0050786///GO:0070182///GO:0070491///GO:0097100,GO:0000122///GO:0001773///GO:0002218///GO:0002224///GO:0002250///GO:0002376///GO:0002407///GO:0002437///GO:0002643///GO:0002840///GO:0006265///GO:0006281///GO:0006309///GO:0006310///GO:0006357///GO:0006914///GO:0006935///GO:0006954///GO:0006974///GO:0007204///GO:0010506///GO:0017055///GO:0031175///GO:0032072///GO:0032392///GO:0032425///GO:0032689///GO:0032733///GO:0032735///GO:0033151///GO:0034165///GO:0035711///GO:0042104///GO:0043065///GO:0043277///GO:0043280///GO:0043312///GO:0043371///GO:0043388///GO:0043410///GO:0043537///GO:0045063///GO:0045087///GO:0045944///GO:0046330///GO:0050716///GO:0050918///GO:0051103///GO:0051106///GO:0070374///GO:0090026///GO:0097350///GO:1990774///GO:2000778///GO:2001200,GO:0000793///GO:0005576///GO:0005615///GO:0005634///GO:0005654///GO:0005694///GO:0005737///GO:0005768///GO:0005793///GO:0005886///GO:0009986///GO:0016020///GO:0034774///GO:1904813///GO:0017053
Q92908,GO:0000977///GO:0000979///GO:0000981///GO:0001085///GO:0001103///GO:0001228///GO:0003677///GO:0003682///GO:0003700///GO:0003705///GO:0005515///GO:0008134///GO:0008270///GO:0019901///GO:0043565///GO:0044212///GO:0046872,GO:0000122///GO:0001701///GO:0001889///GO:0003148///GO:0003309///GO:0003310///GO:0006351///GO:0006355///GO:0006366///GO:0006644///GO:0007493///GO:0007596///GO:0008584///GO:0010468///GO:0014898///GO:0030513///GO:0030855///GO:0031016///GO:0032911///GO:0032912///GO:0035239///GO:0035987///GO:0042493///GO:0043066///GO:0043627///GO:0044267///GO:0045766///GO:0045892///GO:0045893///GO:0045944///GO:0048645///GO:0048738///GO:0051145///GO:0051891///GO:0055007///GO:0060045///GO:0060430///GO:0060486///GO:0060510///GO:0060575///GO:0060947///GO:0070848///GO:0071158///GO:0071371///GO:0071456///GO:0071773,GO:0005634///GO:0005654///GO:0005667///GO:0031965
P29966,GO:0003779///GO:0005080///GO:0005516///GO:0051015,GO:0050796,GO:0005737///GO:0005813///GO:0005856///GO:0005886///GO:0005925///GO:0005938///GO:0015629///GO:0016020///GO:0042585///GO:0070062
Q6X4W1,GO:0048306,GO:0035307///GO:0043523///GO:0048168///GO:0048814///GO:0071230///GO:0071257///GO:0071371///GO:2001222///GO:2001224,GO:0005634///GO:0005635///GO:0005654///GO:0005719///GO:0005737///GO:0005856///GO:0005886///GO:0005938///GO:0014069///GO:0016020///GO:0016363///GO:0030054///GO:0030425///GO:0030863///GO:0031965///GO:0042995///GO:0043005///GO:0043204///GO:0045202///GO:0045211///GO:0097440
O94761,GO:0000166///GO:0000405///GO:0003676///GO:0004386///GO:0005515///GO:0005524///GO:0008026///GO:0009378///GO:0016787///GO:0032357///GO:0036310///GO:0043140///GO:0061821,GO:0000724///GO:0000733///GO:0006260///GO:0006281///GO:0006284///GO:0006310///GO:0007275///GO:0032204///GO:0032508///GO:0061820///GO:1904354,GO:0000781///GO:0005634///GO:0005694///GO:0005737///GO:0016020
Q15388,GO:0005515///GO:0015450///GO:0030943///GO:0051082///GO:0015266,GO:0006605///GO:0006626///GO:0006810///GO:0006886///GO:0015031///GO:0016031///GO:0016236///GO:0016579///GO:0030150///GO:0070096,GO:0005739///GO:0005740///GO:0005741///GO:0005742///GO:0016020///GO:0016021///GO:0031012///GO:0031307///GO:0044233
Q7Z6G8,GO:0046875,GO:1900383,GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0014069///GO:0015030///GO:0016020///GO:0030054///GO:0042995///GO:0043197///GO:0043231///GO:0045202///GO:0045211
Q15717,GO:0000166///GO:0003676///GO:0003723///GO:0003725///GO:0003729///GO:0003730///GO:0005515///GO:0017091///GO:0019901///GO:0035925///GO:0042803,GO:0000398///GO:0007275///GO:0043488///GO:0045727///GO:0048255///GO:0060965///GO:0070935///GO:2000036,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0016020///GO:1990904
Q9NS69,GO:0005515///GO:0008320///GO:0015266,GO:0006626///GO:0006810///GO:0006886///GO:0015031///GO:0016236///GO:0030150///GO:0045040,GO:0005739///GO:0005741///GO:0005742///GO:0005743///GO:0016020///GO:0016021///GO:0031307
P22303,GO:0001540///GO:0003990///GO:0004104///GO:0005515///GO:0005518///GO:0016787///GO:0017171///GO:0042166///GO:0042803///GO:0043236///GO:0043621///GO:0052689,GO:0001507///GO:0001919///GO:0002076///GO:0006260///GO:0006581///GO:0006656///GO:0007155///GO:0007399///GO:0007416///GO:0007517///GO:0008283///GO:0009611///GO:0031623///GO:0032223///GO:0042135///GO:0042136///GO:0042982///GO:0045212///GO:0050714///GO:0051262///GO:0060041,GO:0005576///GO:0005605///GO:0005615///GO:0005634///GO:0005794///GO:0005886///GO:0009986///GO:0016020///GO:0030054///GO:0031225///GO:0031594///GO:0043083///GO:0045202///GO:0048471
P06276,GO:0001540///GO:0003824///GO:0003990///GO:0004104///GO:0016787///GO:0016788///GO:0019899///GO:0033265///GO:0042802///GO:0052689,GO:0007584///GO:0007612///GO:0008285///GO:0014016///GO:0019695///GO:0042493///GO:0043279///GO:0050783///GO:0050805///GO:0051384///GO:0051593,GO:0005576///GO:0005615///GO:0005641///GO:0005783///GO:0005788///GO:0016020///GO:0072562
P17174,GO:0003824///GO:0004069///GO:0004609///GO:0008483///GO:0016740///GO:0030170///GO:0031406///GO:0047801///GO:0080130,GO:0006094///GO:0006103///GO:0006107///GO:0006114///GO:0006520///GO:0006531///GO:0006532///GO:0006533///GO:0006536///GO:0007219///GO:0008652///GO:0009058///GO:0019550///GO:0019551///GO:0032869///GO:0043648///GO:0051384///GO:0055089,GO:0005634///GO:0005654///GO:0005737///GO:0005764///GO:0005829///GO:0043679///GO:0070062///GO:0005739
P08684,GO:0004497///GO:0005496///GO:0005506///GO:0008395///GO:0016491///GO:0016705///GO:0016712///GO:0019825///GO:0019899///GO:0020037///GO:0030343///GO:0033780///GO:0034875///GO:0046872///GO:0047638///GO:0050591///GO:0050649///GO:0070330///GO:0070576///GO:0101020///GO:0102320,GO:0002933///GO:0006629///GO:0006706///GO:0006805///GO:0008202///GO:0008209///GO:0009822///GO:0016098///GO:0017144///GO:0036378///GO:0042359///GO:0042737///GO:0042738///GO:0046483///GO:0055114///GO:0070989,GO:0005737///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0031090///GO:0043231
P14618,GO:0000166///GO:0000287///GO:0003723///GO:0003824///GO:0004743///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0023026///GO:0030955///GO:0043531///GO:0045296///GO:0046872,GO:0001666///GO:0001889///GO:0006006///GO:0006096///GO:0006754///GO:0007584///GO:0008152///GO:0009629///GO:0010033///GO:0012501///GO:0014870///GO:0016310///GO:0031100///GO:0032868///GO:0032869///GO:0042866///GO:0043312///GO:0043403///GO:0061621,GO:0005576///GO:0005634///GO:0005737///GO:0005739///GO:0005829///GO:0005929///GO:0031012///GO:0031982///GO:0034774///GO:0043209///GO:0070062///GO:1903561///GO:1904813
Q99595,GO:0015450///GO:0015266,GO:0006626///GO:0006810///GO:0006886///GO:0015031///GO:0030150,GO:0005654///GO:0005739///GO:0005743///GO:0005744///GO:0016020///GO:0016021///GO:0031305
P62068,GO:0004843///GO:0005515///GO:0008233///GO:0008234///GO:0016787///GO:0036459///GO:0046872,GO:0001662///GO:0006508///GO:0006511///GO:0007610///GO:0008343///GO:0016579///GO:0032228///GO:0048149///GO:0060013,
Q8TD30,GO:0003824///GO:0004021///GO:0008483///GO:0016740///GO:0030170,GO:0006103///GO:0008652///GO:0009058///GO:0042851///GO:0042853,GO:0005739///GO:0005759
P68543,GO:0005515///GO:0033130///GO:0043130,GO:0007030///GO:0010468///GO:0031396///GO:0031468///GO:0042176///GO:0043161///GO:0061025,GO:0005634///GO:0005783///GO:0005801///GO:0005829
P35749,GO:0000166///GO:0003774///GO:0003779///GO:0005515///GO:0005516///GO:0005524///GO:0008307///GO:0051015,GO:0006936///GO:0006939///GO:0030241///GO:0048251///GO:0048739,GO:0005829///GO:0005859///GO:0016459///GO:0032982///GO:0042470///GO:0070062
Q00005,GO:0005515///GO:0019888///GO:0004722,GO:0000278///GO:0006915///GO:0032502///GO:0050790///GO:0070262,GO:0000159///GO:0005737///GO:0005739///GO:0005741///GO:0005829///GO:0005856///GO:0016020
O96008,GO:0005515///GO:0008320///GO:0015266///GO:0015288,GO:0006626///GO:0006810///GO:0006811///GO:0015031///GO:0016236///GO:0030150///GO:0055085,GO:0005739///GO:0005741///GO:0005742///GO:0005829///GO:0016020///GO:0016021///GO:0031307///GO:0046930///GO:0070062
O94822,GO:0004842///GO:0005515///GO:0008270///GO:0016740///GO:0046872///GO:0061630,GO:0016567///GO:0051865,
Q9GZX7,GO:0003824///GO:0004126///GO:0005515///GO:0008270///GO:0016787///GO:0016814///GO:0031625///GO:0046872,GO:0006397///GO:0009972///GO:0016445///GO:0016446///GO:0030183///GO:0042742///GO:0045190///GO:0071222///GO:0080111///GO:0090310,GO:0005634///GO:0005737///GO:0000178
O94826,GO:0005515///GO:0008320,GO:0006626///GO:0016236///GO:0071806,GO:0005739///GO:0005741///GO:0005742///GO:0016020///GO:0016021///GO:0070062
P13533,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005516///GO:0005524///GO:0016887///GO:0017018///GO:0019901///GO:0030898,GO:0001701///GO:0002026///GO:0002027///GO:0006470///GO:0006936///GO:0006941///GO:0007512///GO:0007522///GO:0008016///GO:0008217///GO:0030049///GO:0030239///GO:0043462///GO:0045214///GO:0046034///GO:0048739///GO:0055009///GO:0055010///GO:0060048,GO:0005737///GO:0005829///GO:0005859///GO:0016459///GO:0030016///GO:0030017///GO:0032982
O14975,GO:0000166///GO:0003824///GO:0004467///GO:0005102///GO:0005524///GO:0015245///GO:0016874///GO:0019899///GO:0031957///GO:0050197///GO:0070251///GO:0102391,GO:0000038///GO:0001561///GO:0001676///GO:0006629///GO:0006631///GO:0006635///GO:0006699///GO:0008152///GO:0015908///GO:0042760///GO:0043312///GO:0044539///GO:0097089,GO:0005739///GO:0005777///GO:0005778///GO:0005779///GO:0005783///GO:0005788///GO:0005789///GO:0005886///GO:0016020///GO:0016021///GO:0030176///GO:0035579///GO:0070062
P0CJ78,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005634
Q7Z406,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005516///GO:0005524///GO:0030898///GO:0051015,GO:0003009///GO:0007519///GO:0007605///GO:0008360///GO:0019228///GO:0030048///GO:0031032///GO:0070584///GO:0071625,GO:0001725///GO:0005737///GO:0005829///GO:0005903///GO:0016020///GO:0016459///GO:0016460///GO:0030424///GO:0030426///GO:0042641///GO:0043209///GO:0070062///GO:0097513
Q96MW1,GO:0005515,,
Q9BRQ3,GO:0005515///GO:0016787,,GO:0005654
Q9NUJ7,GO:0008081,GO:0006629,GO:0005737
A8MQ14,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
O14925,GO:0005515///GO:0015266///GO:0015450,GO:0006626///GO:0006810///GO:0006886///GO:0015031///GO:0030150,GO:0005739///GO:0005743///GO:0005744///GO:0005758///GO:0016020///GO:0016021///GO:0031305
P13535,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005516///GO:0005524///GO:0008307///GO:0016887///GO:0017018///GO:0032027///GO:0051015,GO:0003009///GO:0006470///GO:0006936///GO:0030049///GO:0046034,GO:0005737///GO:0005829///GO:0005859///GO:0016459///GO:0030016///GO:0030017///GO:0032982
Q9Y584,GO:0005515///GO:0015266///GO:0030943,GO:0006626///GO:0006810///GO:0015031///GO:0045039,GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0042721
P11055,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0005516///GO:0005524///GO:0017018///GO:0042623///GO:0051015,GO:0003009///GO:0006470///GO:0007517///GO:0030048///GO:0030049///GO:0030326///GO:0045214///GO:0046034///GO:0060325,GO:0005737///GO:0005829///GO:0005859///GO:0016459///GO:0030016///GO:0030017///GO:0032982///GO:0043292///GO:0070062
B4DU55,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
A8MUV8,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
C9JN71,GO:0003676///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634
P10635,GO:0004497///GO:0005506///GO:0008144///GO:0016491///GO:0016705///GO:0016712///GO:0019825///GO:0020037///GO:0046872///GO:0070330,GO:0006629///GO:0006805///GO:0008202///GO:0009804///GO:0009820///GO:0009822///GO:0016098///GO:0017144///GO:0019369///GO:0033076///GO:0042737///GO:0046483///GO:0051100///GO:0055114///GO:0070989///GO:0090350,GO:0005739///GO:0005783///GO:0005789///GO:0016020///GO:0031090///GO:0043231
E7ETH6,GO:0003676///GO:0046872,GO:0006355///GO:0045892,GO:0005622///GO:0005634
P24298,GO:0003824///GO:0004021///GO:0008483///GO:0016740///GO:0030170,GO:0008652///GO:0009058///GO:0042853,GO:0005615///GO:0005737///GO:0005829///GO:0070062
P21439,GO:0000166///GO:0005515///GO:0005524///GO:0005548///GO:0008525///GO:0008559///GO:0016787///GO:0016887///GO:0042626///GO:0090554///GO:0099038,GO:0001666///GO:0001890///GO:0006629///GO:0006810///GO:0006855///GO:0006869///GO:0007420///GO:0007595///GO:0007623///GO:0009914///GO:0010033///GO:0010046///GO:0014070///GO:0014072///GO:0031667///GO:0032355///GO:0032376///GO:0032782///GO:0033189///GO:0033231///GO:0033280///GO:0035633///GO:0036146///GO:0042493///GO:0042908///GO:0043215///GO:0043278///GO:0045332///GO:0046618///GO:0046686///GO:0050892///GO:0055085///GO:0055088///GO:0060548///GO:0060856///GO:0061092///GO:0071217///GO:0071236///GO:0071312///GO:0071392///GO:0071407///GO:0071475///GO:0071548///GO:0071549///GO:0097068///GO:0097327///GO:1901557///GO:1902065///GO:1903413///GO:1903416///GO:1905231///GO:1905232///GO:1905233///GO:1905235///GO:1905237///GO:1990962///GO:1990963///GO:2001025///GO:2001140///GO:0099040,GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0005887///GO:0005925///GO:0015629///GO:0016020///GO:0016021///GO:0016324///GO:0030136///GO:0031410///GO:0031526///GO:0045121///GO:0045177///GO:0046581///GO:0070062
P15088,GO:0004180///GO:0004181///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872,GO:0002002///GO:0002003///GO:0006508,GO:0005576///GO:0005615///GO:0030133///GO:0030141///GO:0031410
