UniProtID,function,process,component,degree,betweenness_centrality,clustering_coefficent
Q03989,GO:0003677///GO:0005515///GO:0044212,GO:0006351///GO:0006355///GO:0006357///GO:0045892,GO:0005634///GO:0005654///GO:0005730,9,4.21878046211e-06,0.222222222222
Q5JTJ3,GO:0003723///GO:0004129///GO:0005507///GO:0005515,GO:0008535///GO:0042774///GO:1902600,GO:0005739///GO:0005758///GO:0005886,3,1.64403550546e-06,0.0
Q96PQ6,GO:0003676///GO:0003677///GO:0003700///GO:0005515///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634,2,8.85701893474e-07,0.0
P32189,GO:0000166///GO:0004370///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0016773,GO:0005975///GO:0006071///GO:0006072///GO:0006641///GO:0016310///GO:0019432///GO:0019563///GO:0046167,GO:0005737///GO:0005739///GO:0005741///GO:0005829///GO:0016020///GO:0070062,10,6.88733761634e-06,0.0222222222222
Q5T3U5,GO:0000166///GO:0005524///GO:0016887///GO:0042626///GO:0043225,GO:0006810///GO:0055085///GO:0099133,GO:0005765///GO:0005886///GO:0005887///GO:0016020///GO:0016021,1,0.0,0.0
Q9Y5X0,GO:0005515///GO:0005545///GO:0008289///GO:0035091///GO:0051117,GO:0006810///GO:0006897///GO:0007032///GO:0015031///GO:0030030///GO:0030316///GO:0060271///GO:0061512///GO:0071539,GO:0005634///GO:0005737///GO:0005768///GO:0005783///GO:0005815///GO:0005856///GO:0010008///GO:0016020///GO:0031313///GO:0005813,1,0.0,0.0
Q9HCK1,GO:0003676///GO:0008270///GO:0046872,,,3,1.13874671347e-06,0.333333333333
Q96EU6,GO:0003723,GO:0000462///GO:0000469///GO:0006364///GO:0042254///GO:0042274,GO:0005634///GO:0005654///GO:0005730///GO:0030686,1,0.0,0.0
Q96MT1,GO:0008270///GO:0046872///GO:0061630,GO:0000209///GO:0042787///GO:0043161,GO:0016020///GO:0016021,1,0.0,0.0
Q9HCM7,GO:0003723,,,5,1.5090940193e-09,0.9
Q9C0D4,GO:0000981///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355///GO:0006357,GO:0005634,2,2.78049265465e-06,0.0
Q9H300,GO:0004175///GO:0004252///GO:0005515///GO:0008233///GO:0008236///GO:0016787,GO:0006508///GO:0010821///GO:0030162///GO:0033619///GO:0090201///GO:1903146///GO:1903214///GO:2000377///GO:2001243,GO:0005634///GO:0005739///GO:0005743///GO:0016020///GO:0016021,1,0.0,0.0
Q92508,GO:0005261///GO:0008381,GO:0006810///GO:0006811///GO:0006812///GO:0033625///GO:0033634///GO:0034220///GO:0042391///GO:0050982///GO:0071260///GO:0098655,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021///GO:0031258///GO:0033116///GO:0042995,2,2.28918644333e-08,0.0
Q96CP6,GO:0005515,,GO:0016020///GO:0016021,1,0.0,0.0
Q9C099,,GO:0007049///GO:0007067///GO:0051301,GO:0005737///GO:0005813///GO:0005814///GO:0005856,3,1.9764562092e-07,0.0
Q8N2A8,GO:0003824///GO:0004518///GO:0004519///GO:0005515///GO:0016787///GO:0035755///GO:0042803///GO:0046872,GO:0006629///GO:0007126///GO:0007283///GO:0007286///GO:0008053///GO:0010636///GO:0016042///GO:0030154///GO:0030719///GO:0034587///GO:0043046///GO:0051321///GO:0090305,GO:0005739///GO:0005741///GO:0016020///GO:0016021,1,0.0,0.0
Q96Q11,GO:0000049///GO:0000166///GO:0003723///GO:0004810///GO:0005524///GO:0016740///GO:0016779///GO:0034062///GO:0052927///GO:0052928///GO:0052929,GO:0001680///GO:0006396///GO:0006626///GO:0008033///GO:0042780///GO:1990180,GO:0005622///GO:0005654///GO:0005739///GO:0005759,16,2.63278366984e-06,0.25
Q96A54,GO:0004872///GO:0019901///GO:0042802///GO:0046872///GO:0046982///GO:0055100///GO:0097003,GO:0006629///GO:0006631///GO:0007186///GO:0009755///GO:0010633///GO:0010719///GO:0010906///GO:0019216///GO:0019395///GO:0030308///GO:0033210///GO:0033211///GO:0042304///GO:0042593///GO:0046426///GO:0046427///GO:0046628///GO:1901223,GO:0005886///GO:0016020///GO:0016021///GO:0031226,7,4.67793454142e-05,0.142857142857
P30038,GO:0003842///GO:0004029///GO:0009055///GO:0016491///GO:0016620///GO:0042802,GO:0006537///GO:0006560///GO:0006561///GO:0006562///GO:0008152///GO:0010133///GO:0019470///GO:0055114,GO:0005739///GO:0005759,2,3.20225593351e-06,0.0
O76074,GO:0000166///GO:0003824///GO:0004112///GO:0004114///GO:0008081///GO:0016787///GO:0030553///GO:0046872///GO:0047555,GO:0007165///GO:0008152///GO:0010613///GO:0030823///GO:0042130///GO:0043406///GO:0046068///GO:0046069///GO:0055118///GO:0055119///GO:0060282,GO:0005575///GO:0005829,3,1.3127985145e-07,0.333333333333
Q96D96,GO:0005216///GO:0005244///GO:0022843///GO:0030171,GO:0006810///GO:0006811///GO:0009268///GO:0010043///GO:0015992///GO:0034220///GO:0034765///GO:0035036///GO:0043312///GO:0055085///GO:0071294///GO:0071467,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030667///GO:0035579,1,0.0,0.0
P07311,GO:0003998///GO:0016787,GO:0006796,GO:0070062,1,0.0,0.0
P17014,GO:0003676///GO:0003677///GO:0003700///GO:0046872,GO:0006351///GO:0006355///GO:0045892,GO:0005622///GO:0005634///GO:0005654///GO:0005813,1,0.0,0.0
Q9BRA0,GO:0005515,GO:0043066,GO:0005634///GO:0005737///GO:0031417///GO:0005844,3,6.74527073604e-05,0.666666666667
Q86WK9,GO:0003707///GO:0005496///GO:0008289,GO:0007275///GO:0030154///GO:0043401///GO:0048477///GO:0048545,GO:0005886///GO:0016020///GO:0016021,1,0.0,0.0
Q9Y5J7,GO:0005215///GO:0005515///GO:0008270///GO:0042803///GO:0046872///GO:0051087,GO:0006626///GO:0006810///GO:0007605///GO:0015031///GO:0045039///GO:0072321,GO:0005739///GO:0005743///GO:0005758///GO:0016020///GO:0042719,21,5.93995294807e-05,0.12380952381
P51688,GO:0003824///GO:0008484///GO:0016250///GO:0016787///GO:0046872,GO:0006027///GO:0008152///GO:0030200,GO:0005764///GO:0043202///GO:0070062,7,1.02126958034e-06,0.190476190476
Q86XR8,GO:0005515///GO:0008017///GO:0017134///GO:0042802///GO:0042803///GO:0043015,GO:0000060///GO:0000070///GO:0000086///GO:0007286///GO:0008543///GO:0034453///GO:0051260///GO:0097711,GO:0005634///GO:0005737///GO:0005794///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0005874,11,4.95637303808e-05,0.0727272727273
P08567,GO:0005080///GO:0005515///GO:0042803///GO:0043325,GO:0002244///GO:0002576///GO:0006904///GO:0007229///GO:0010572///GO:0010920///GO:0010925///GO:0030030///GO:0030836///GO:0030845///GO:0030866///GO:0031529///GO:0031532///GO:0032233///GO:0033625///GO:0035556///GO:0045744///GO:0046488///GO:0050849///GO:0060305///GO:0070493///GO:0070527///GO:0070528///GO:0070560,GO:0005576///GO:0005737///GO:0005829///GO:0016020///GO:0032587,10,8.22842136246e-06,0.0
Q9NRA2,GO:0005351///GO:0015136///GO:0015293///GO:0015538,GO:0006810///GO:0006811///GO:0006820///GO:0006865///GO:0015739///GO:0015992///GO:0055085///GO:1905039,GO:0005764///GO:0005765///GO:0005829///GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030054///GO:0030672///GO:0031410///GO:0045202,1,0.0,0.0
P98171,GO:0005070///GO:0005096///GO:0005515///GO:0048365,GO:0007010///GO:0007165///GO:0007266///GO:0007399///GO:0009967///GO:0010764///GO:0030336///GO:0030517///GO:0043547///GO:0051056,GO:0005737///GO:0005794///GO:0005829///GO:0005874///GO:0030426,5,2.77228810678e-07,0.0
Q8NFI3,GO:0016787///GO:0016798///GO:0033925,GO:0006457///GO:0006517///GO:0008152,GO:0005737///GO:0005764///GO:0005829,2,5.04431069672e-06,0.0
Q3MUY2,,GO:0006506,GO:0000506///GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021,1,0.0,0.0
Q96BU1,GO:0048306,,GO:0005634///GO:0005829///GO:0016607,1,0.0,0.0
Q9Y3D5,GO:0003735,GO:0006412///GO:0032543///GO:0070125///GO:0070126,GO:0005622///GO:0005739///GO:0005743///GO:0005763///GO:0005840///GO:0022627///GO:0030529,1,0.0,0.0
P09110,GO:0003824///GO:0003988///GO:0005515///GO:0008775///GO:0016401///GO:0016740///GO:0016746///GO:0016747,GO:0000038///GO:0006629///GO:0006631///GO:0006635///GO:0008152///GO:0008206///GO:0033540///GO:0036109///GO:0043312,GO:0005576///GO:0005777///GO:0005782///GO:0016020///GO:0035580///GO:0043231,17,4.60524633152e-06,0.205882352941
Q96GQ5,,,GO:0016020///GO:0016021,1,0.0,0.0
Q6N075,GO:0005515///GO:0015098,GO:0006810///GO:0006811///GO:0015689,GO:0005886///GO:0016020///GO:0016021,5,1.5942076261e-05,0.1
Q9NWT8,GO:0005515,GO:0006397///GO:0045839///GO:0045862///GO:0070125///GO:0070126,GO:0005634///GO:0005654///GO:0005739///GO:0005743///GO:0043231,5,1.20419686359e-06,0.1
Q8IXM6,GO:0003674///GO:0005515,GO:0008150,GO:0005634///GO:0005635///GO:0005637///GO:0016020///GO:0016021///GO:0031965,1,0.0,0.0
Q86VX2,GO:0005515///GO:0051059,GO:0006351///GO:0006355///GO:0032088///GO:0033209///GO:0045892,GO:0031410///GO:0043231///GO:0070062,1,0.0,0.0
Q9Y6I8,GO:0005515,GO:0008150,GO:0005777///GO:0005778///GO:0016020///GO:0016021,1,0.0,0.0
Q2TAK8,GO:0005515///GO:0031491,GO:0006281///GO:0006325///GO:0006974,GO:0005634///GO:0005829,4,5.85789424724e-06,0.166666666667
Q8IZV5,GO:0004745///GO:0016491///GO:0052650,GO:0001523///GO:0001656///GO:0001701///GO:0002138///GO:0007601///GO:0008406///GO:0009887///GO:0014032///GO:0031076///GO:0035115///GO:0042572///GO:0042574///GO:0043583///GO:0043584///GO:0048568///GO:0048703///GO:0055114///GO:0060431///GO:0060449,GO:0005737///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0031090///GO:0043231///GO:0044297///GO:0005634,1,0.0,0.0
Q9NX04,GO:0005515,,,6,2.15091000446e-05,0.0666666666667
Q5HY98,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634,2,6.1096455754e-07,0.0
Q7L5N7,GO:0003841///GO:0005509///GO:0016740///GO:0016746///GO:0046872///GO:0047144///GO:0047184///GO:0047192,GO:0006629///GO:0006644///GO:0006663///GO:0008152///GO:0008654///GO:0036151///GO:0061024,GO:0000139///GO:0005783///GO:0005789///GO:0005794///GO:0005795///GO:0005811///GO:0016020///GO:0016021,2,4.30717810333e-06,0.0
Q86TV6,GO:0005515,GO:0046854///GO:0090002,GO:0005737///GO:0005829///GO:0005886///GO:0016020,2,5.51575982519e-07,0.0
Q5VV42,GO:0003674///GO:0003824///GO:0005515///GO:0016740///GO:0035598///GO:0046872///GO:0051536///GO:0051539///GO:0061712,GO:0006400///GO:0008033///GO:0008150///GO:0009451///GO:0035600///GO:0043412///GO:1990145,GO:0005783///GO:0005789///GO:0005791///GO:0016020///GO:0016021,6,2.08641962797e-05,0.2
Q8NBI6,GO:0000287///GO:0016740///GO:0016757///GO:0030145///GO:0035252///GO:0046872,GO:0016266,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030176,2,6.91953017054e-07,0.0
Q63HQ2,GO:0005509///GO:0005539,GO:0010811///GO:0019800///GO:0030198,GO:0005576///GO:0005578///GO:0005604///GO:0005614///GO:0030054///GO:0045202,2,1.45359237938e-07,0.0
Q5XKP0,,GO:0042407,GO:0005654///GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0044284///GO:0061617,8,1.86180376414e-06,0.0357142857143
Q8IX15,GO:0003677///GO:0003700///GO:0003714///GO:0005515,GO:0000122///GO:0006351///GO:0006355,GO:0005634///GO:0005730///GO:0005829,3,1.1178434753e-06,0.0
Q9BY89,,,,4,1.59615126887e-07,0.333333333333
Q8TB03,,,,1,0.0,0.0
Q86UA6,GO:0032403///GO:0046872,GO:0006261///GO:0006281///GO:0006310///GO:0006606///GO:0009411,GO:0001650///GO:0005634///GO:0005737///GO:0016605,4,5.63515581114e-07,0.0
Q96T17,GO:0005198,GO:0000226,GO:0015630,2,7.71409710616e-07,0.0
P81408,GO:0005515///GO:0050699,GO:0008150,GO:0016020///GO:0016021,2,2.59157595677e-07,0.0
Q6UXD5,,,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021,3,6.53187660297e-07,0.0
Q96D53,GO:0000166///GO:0005524///GO:0016301///GO:0016740///GO:0004672,GO:0006744///GO:0016310///GO:0021692///GO:0006468,GO:0005737///GO:0005739///GO:0005829///GO:0005886///GO:0016020///GO:0016021///GO:0031966,1,0.0,0.0
Q96LT7,GO:0005515///GO:0017137,GO:0006897///GO:0006914,GO:0005576///GO:0005615///GO:0005634///GO:0005737///GO:0005764///GO:0005768///GO:0005776///GO:0031410,6,1.59974436775e-05,0.2
Q9H061,GO:0003674,GO:0021554,GO:0005739///GO:0005743///GO:0016020///GO:0016021,8,5.08509253063e-07,0.142857142857
Q99633,GO:0000386,GO:0000350///GO:0006397///GO:0008380///GO:0071048,GO:0005634///GO:0005681///GO:0005682///GO:0016607///GO:0046540///GO:0071021,3,5.3788036062e-07,0.0
Q9NRX5,GO:0005515///GO:0015194,GO:0006629///GO:0006658///GO:0006665///GO:0008654///GO:0015825///GO:1904219///GO:1904222,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0016021///GO:0070062,12,0.000130501609268,0.0
Q9ULD9,GO:0046872,,,1,0.0,0.0
Q76N32,GO:0005515///GO:0019901///GO:0019904,GO:0010457///GO:0033365///GO:0051297,GO:0005634///GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0030054,1,0.0,0.0
Q9UMQ3,GO:0000977///GO:0001228///GO:0003677///GO:0003682///GO:0003700///GO:0043565,GO:0000122///GO:0001502///GO:0006351///GO:0006355///GO:0006366///GO:0014902///GO:0045944///GO:0007399,GO:0005634///GO:0005654///GO:0005667///GO:0005829,1,0.0,0.0
Q6ZT07,GO:0005096///GO:0005509///GO:0005515///GO:0017137,GO:0006886///GO:0031338///GO:0090630,GO:0005622///GO:0012505,4,1.41242500521e-09,0.833333333333
Q6IC98,,GO:0006915,GO:0005739///GO:0016020///GO:0016021///GO:0031966,2,5.728107924e-07,0.0
P55160,GO:0005096///GO:0005515///GO:0030295///GO:0032403,GO:0001782///GO:0002262///GO:0006461///GO:0006935///GO:0030011///GO:0030593///GO:0030838///GO:0030866///GO:0030890///GO:0032147///GO:0032700///GO:0032715///GO:0033630///GO:0034101///GO:0035509///GO:0038096///GO:0042102///GO:0042327///GO:0042493///GO:0043029///GO:0043066///GO:0043312///GO:0043372///GO:0043378///GO:0043547///GO:0045579///GO:0045588///GO:0045621///GO:0045648///GO:0048010///GO:0048821///GO:0050853///GO:0060100///GO:0070358///GO:0090023,GO:0005829///GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030667///GO:0031209///GO:0070062///GO:0101003,2,6.71855678936e-08,0.0
P57789,GO:0005244///GO:0005267,GO:0006810///GO:0006811///GO:0006813///GO:0007165///GO:0007613///GO:0034765///GO:0071805,GO:0005886///GO:0016020///GO:0016021,1,0.0,0.0
Q9Y240,GO:0008083///GO:0030246,GO:0008284,GO:0005576///GO:0005615///GO:0005737,3,1.65708060636e-05,0.0
Q8NCR0,GO:0008375///GO:0008376///GO:0008378///GO:0016740///GO:0016757,GO:0006486///GO:0006493,GO:0000139///GO:0005783///GO:0005789///GO:0005794///GO:0016020///GO:0016021,2,3.08625241435e-06,0.0
Q9Y2C2,GO:0008146///GO:0016740,GO:0006477///GO:0030010///GO:0030208///GO:0050770,GO:0000139///GO:0005794///GO:0016020///GO:0016021,3,1.30089128081e-07,0.666666666667
Q8N4T8,GO:0003955///GO:0005515///GO:0008753///GO:0016491///GO:0047025///GO:0048038///GO:0070402,GO:0006629///GO:0006631///GO:0006633///GO:0044255///GO:0044597///GO:0044598///GO:0051289///GO:0051290///GO:0055114,GO:0005739///GO:0005759///GO:1990204,1,0.0,0.0
Q86VZ6,GO:0000981///GO:0003676///GO:0003714///GO:0046872,GO:0000122///GO:0006351///GO:0006355///GO:0006629,GO:0001650///GO:0005634///GO:0005829///GO:0017053,3,1.43595466716e-08,0.333333333333
O75110,GO:0000166///GO:0000287///GO:0004012///GO:0005524///GO:0016787///GO:0046872,GO:0006890///GO:0006897///GO:0015914///GO:0045332,GO:0005768///GO:0005769///GO:0005794///GO:0005802///GO:0005886///GO:0016020///GO:0016021///GO:0031901///GO:0048471///GO:0055037,2,3.13590051433e-08,0.0
Q96II8,GO:0005515,GO:0007165,GO:0005576///GO:0005829///GO:0005886,19,5.57960872884e-05,0.175438596491
Q6ZUJ8,GO:0036312///GO:0042802///GO:0046934,GO:0014066///GO:0014068///GO:0034134///GO:0034142///GO:0034154///GO:0034162///GO:0046854///GO:0048015///GO:0050727,GO:0005737///GO:0005829///GO:0005886///GO:0016020,6,8.82923980285e-07,0.266666666667
Q6V1X1,GO:0004177///GO:0008233///GO:0008236///GO:0008239///GO:0016787,GO:0006508///GO:0006955,GO:0005737///GO:0005829,16,0.000196683797163,0.0833333333333
Q5H8A4,GO:0003824///GO:0016740///GO:0016780///GO:0051267,GO:0006506///GO:0008152///GO:0016254,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030176,3,1.38185329699e-05,0.0
Q9UBK7,GO:0000166///GO:0003924///GO:0005515///GO:0005525,GO:0007264,GO:0005622,1,0.0,0.0
Q8IWU5,GO:0003824///GO:0004065///GO:0005509///GO:0008449///GO:0008484///GO:0016787///GO:0046872,GO:0001822///GO:0002063///GO:0003094///GO:0008152///GO:0009611///GO:0010575///GO:0014846///GO:0030177///GO:0030201///GO:0032836///GO:0035413///GO:0035860///GO:0040037///GO:0048706///GO:0051216///GO:0060348///GO:0060384///GO:0090263///GO:0097421///GO:2000345,GO:0005615///GO:0005783///GO:0005794///GO:0005795///GO:0005886///GO:0009986,1,0.0,0.0
O15440,GO:0000166///GO:0005524///GO:0008514///GO:0016887///GO:0042626///GO:0043225,GO:0006810///GO:0015711///GO:0030213///GO:0055085///GO:0099133,GO:0005886///GO:0005887///GO:0016020///GO:0016021,5,8.65001203429e-06,0.0
Q7Z340,GO:0003676///GO:0003677///GO:0046872,GO:0006351///GO:0006355,GO:0005622///GO:0005634,1,0.0,0.0
Q9H6Y2,GO:0003674,GO:0006364///GO:0008150///GO:0042273,GO:0005575///GO:0005634///GO:0005730///GO:0005737,3,9.87861781854e-08,0.666666666667
Q9P032,GO:0005515///GO:0005516,GO:0010257///GO:0032981,GO:0005739///GO:0005743///GO:0016020///GO:0031966,8,4.91640261814e-06,0.321428571429
Q92696,GO:0004659///GO:0004663///GO:0008270///GO:0008318///GO:0016740///GO:0017137,GO:0006464///GO:0007601///GO:0018342///GO:0018344///GO:0042981,GO:0005829///GO:0005886///GO:0005968,6,9.36876134548e-06,0.266666666667
Q9NR19,GO:0000166///GO:0003824///GO:0003987///GO:0005524///GO:0016208///GO:0016874,GO:0006069///GO:0006085///GO:0008152///GO:0008610///GO:0019413///GO:0019427///GO:0019542,GO:0005654///GO:0005737///GO:0005829///GO:0043231,1,0.0,0.0
Q86UX7,GO:0005178,GO:0002576///GO:0007155///GO:0007159///GO:0007229///GO:0030335///GO:0033622///GO:0033632///GO:0034446///GO:0070527,GO:0002102///GO:0005576///GO:0016020///GO:0030054///GO:0031093///GO:0042995///GO:0070062,8,2.21679390976e-05,0.178571428571
Q8TAM2,GO:0001103///GO:0005515,GO:0006810///GO:0015031///GO:0030030///GO:0048560///GO:0050893///GO:0060271,GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0005886///GO:0005929///GO:0016020///GO:0034464///GO:0036064///GO:0042995///GO:0060170,8,2.66115958567e-08,0.892857142857
Q9Y573,GO:0003779///GO:0004842,GO:0016567,GO:0005737///GO:0005856///GO:0015629///GO:0031463,4,8.05074669755e-06,0.0
Q8NBI5,GO:0003674,GO:0008150///GO:0055085,GO:0005575///GO:0016020///GO:0016021,1,0.0,0.0
P32019,GO:0004439///GO:0005096///GO:0005515///GO:0016787///GO:0046872///GO:0052658///GO:0052659,GO:0001701///GO:0007165///GO:0007283///GO:0030317///GO:0043547///GO:0043647///GO:0046856///GO:0051056///GO:0070613,GO:0005737///GO:0005768///GO:0005793///GO:0005794///GO:0005829///GO:0005886///GO:0016020///GO:0016021///GO:0030670///GO:0031410///GO:0031901,2,0.0,1.0
Q7Z6I8,GO:0005515,,,1,0.0,0.0
Q8NCT1,GO:0005515,GO:0051443,GO:0005768///GO:0005769///GO:0005886///GO:0016020///GO:0031410,9,1.25084258895e-06,0.388888888889
Q9NY97,GO:0008378///GO:0008499///GO:0008532///GO:0016740///GO:0016757,GO:0006486///GO:0007411///GO:0007608///GO:0016266///GO:0018146///GO:0030311,GO:0000139///GO:0005794///GO:0016020///GO:0016021///GO:0070062,2,0.000134914581982,0.0
Q8N183,GO:0008137///GO:0009055,GO:0022904///GO:0032981///GO:0045333///GO:0061179///GO:0072593,GO:0005739///GO:0005743///GO:0016020,8,8.19577757535e-07,0.0357142857143
O14561,GO:0000035///GO:0000036///GO:0005504///GO:0005509///GO:0005515///GO:0008137///GO:0031177,GO:0006120///GO:0006629///GO:0006631///GO:0006633///GO:0006635///GO:0009245///GO:0009249///GO:0032981///GO:0046487///GO:0055114,GO:0005654///GO:0005739///GO:0005743///GO:0005747///GO:0005759///GO:0005829///GO:0031966///GO:0070469,2,5.93858699566e-08,0.0
Q86UB9,,GO:0007031///GO:0009409///GO:0032094///GO:0090140,GO:0005739///GO:0005777///GO:0005778///GO:0005811///GO:0016020///GO:0016021///GO:0031966,1,0.0,0.0
Q11130,GO:0008417///GO:0016740///GO:0016757///GO:0046920,GO:0002361///GO:0002522///GO:0006486///GO:0036065///GO:0042355,GO:0000139///GO:0005794///GO:0016020///GO:0016021///GO:0032580,1,0.0,0.0
Q9BTY2,GO:0004560///GO:0005515///GO:0016787///GO:0016798,GO:0005975///GO:0006004///GO:0008152///GO:0009617///GO:0016139///GO:0043312///GO:2000535,GO:0005576///GO:0005615///GO:0035578///GO:0070062,2,1.48338238294e-07,0.0
Q9H5N1,GO:0005096///GO:0008083,GO:0006810///GO:0006897///GO:0015031///GO:0043547,GO:0005737///GO:0005768///GO:0005769///GO:0005829///GO:0043231,20,2.36900095828e-05,0.205263157895
Q9ULP9,GO:0005096///GO:0005515,GO:0031175///GO:0043547///GO:1902017,GO:0005737///GO:0005886///GO:0030054///GO:0031594///GO:0043195,1,0.0,0.0
Q8TDD5,GO:0005262,GO:0006810///GO:0006811///GO:0007626///GO:0042491///GO:0070588,GO:0005737///GO:0005886///GO:0016020///GO:0016021,1,0.0,0.0
Q8NDX6,GO:0003676///GO:0046872,GO:0006351///GO:0006355,GO:0005634,7,1.52700173053e-05,0.142857142857
Q9NWQ9,,,GO:0005739///GO:0005829,2,1.11785712381e-05,0.0
Q86UL3,GO:0003841///GO:0004366///GO:0016740///GO:0016746,GO:0002071///GO:0006629///GO:0006631///GO:0006637///GO:0006641///GO:0006654///GO:0006656///GO:0007595///GO:0008152///GO:0008610///GO:0008654///GO:0016024///GO:0019432///GO:0030879///GO:0040014///GO:0046339,GO:0005783///GO:0005789///GO:0016020///GO:0016021,2,1.2136844852e-06,0.0
O95455,GO:0008460///GO:0016829,,,4,7.85816545363e-06,0.0
Q9Y2D2,GO:0005351///GO:0005462///GO:0005515,GO:0006047///GO:0006810///GO:0008643///GO:0015788///GO:0015992///GO:1990569,GO:0000139///GO:0005794///GO:0016020///GO:0016021,1,0.0,0.0
Q92698,GO:0000166///GO:0003677///GO:0004386///GO:0005515///GO:0005524///GO:0016787///GO:0036310,GO:0000724///GO:0000733///GO:0006281///GO:0006302///GO:0006310///GO:0006974///GO:0007126///GO:0008340///GO:0010212///GO:0042493///GO:0051276,GO:0005634///GO:0005654,5,2.19408164918e-06,0.0
O95294,GO:0005096///GO:0005543///GO:0046872,GO:0000165///GO:0007165///GO:0030154///GO:0035556///GO:0043087///GO:0043547///GO:0046580///GO:1903861,GO:0005829///GO:0031235///GO:0005886,2,3.34294863701e-08,0.0
Q9UHI5,GO:0005515///GO:0015101///GO:0015171///GO:0015175///GO:0015179///GO:0015297///GO:0019534///GO:0042605,GO:0003333///GO:0006520///GO:0006810///GO:0006865///GO:0009636///GO:0015695///GO:0015804///GO:0015807///GO:0050900///GO:0055065///GO:1901998///GO:1902475,GO:0005737///GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0016323///GO:0070062,1,0.0,0.0
Q6ZTQ3,GO:0005515,GO:0006915///GO:0007165///GO:0042981,,1,0.0,0.0
Q9BXX3,GO:0003677///GO:0003700,GO:0006355,GO:0005634,1,0.0,0.0
O00391,GO:0003756///GO:0016491///GO:0016971///GO:0016972,GO:0002576///GO:0016242///GO:0043312///GO:0045454///GO:0055114,GO:0000139///GO:0005576///GO:0005615///GO:0005794///GO:0016020///GO:0016021///GO:0030173///GO:0031093///GO:0035580///GO:0043231///GO:0045171///GO:0070062///GO:1904724,3,5.64629323385e-07,0.0
Q6PJE2,GO:0003674///GO:0032190,GO:0007339///GO:0008150///GO:0035803///GO:2000344,GO:0005575///GO:0005654///GO:0031012///GO:0031965,3,1.84488476676e-06,0.0
Q9NZV5,GO:0003674///GO:0005509///GO:0005515///GO:0016491,GO:0008150///GO:0048741///GO:0055074///GO:0055114///GO:0060314///GO:1902884,GO:0005783///GO:0005789///GO:0016020,6,6.24480102903e-06,0.666666666667
A5YM69,,,,1,0.0,0.0
Q8N8Q3,GO:0000287///GO:0003677///GO:0003723///GO:0003727///GO:0004518///GO:0004519///GO:0016787///GO:0016888///GO:0016891///GO:0046872,GO:0006281///GO:0090305///GO:0090502,GO:0005634///GO:0005730///GO:0005737,3,2.64343423855e-06,0.333333333333
Q8N3S3,GO:0003677,GO:0006351///GO:0006355,GO:0005634///GO:0005783,1,0.0,0.0
Q8IWA5,GO:0004871///GO:0015220,GO:0006656///GO:0006810///GO:0007165///GO:0015871///GO:0043123///GO:0043312///GO:0055085,GO:0005765///GO:0005886///GO:0016020///GO:0016021///GO:0035579///GO:0070062,1,0.0,0.0
Q9Y6N1,GO:0004129///GO:0005507///GO:0009055,GO:0007585///GO:0008535///GO:0033132///GO:1902600,GO:0005739///GO:0005743///GO:0016020///GO:0016021,3,1.47602627298e-06,0.0
P01591,GO:0003823///GO:0019862///GO:0030674///GO:0034987///GO:0042803///GO:0003697///GO:0031210///GO:0042834,GO:0001895///GO:0002250///GO:0003094///GO:0006898///GO:0006955///GO:0019731///GO:0032461///GO:0045087///GO:0050900///GO:0060267,GO:0005576///GO:0005615///GO:0070062///GO:0071748///GO:0071750///GO:0071751///GO:0071752///GO:0071756///GO:0072562///GO:0071757,2,0.0,1.0
Q9UL01,GO:0016853///GO:0047757,GO:0015012///GO:0030206///GO:0030208,GO:0000139///GO:0005654///GO:0005783///GO:0005794///GO:0005829///GO:0016020///GO:0016021,2,1.93236324527e-08,0.0
Q8IXX5,GO:0005515,,GO:0016020///GO:0016021,1,0.0,0.0
Q9Y5L2,GO:0005102///GO:0005515,GO:0001819///GO:0006950///GO:0008284///GO:0010884///GO:0035425,GO:0005576///GO:0005615///GO:0005654///GO:0005811///GO:0005829///GO:0009986///GO:0016020///GO:0016021///GO:0030141,2,0.000134914581982,0.0
