UniProtID,degree,betweenness_centrality,clustering_coefficent
O75427,7,3.48746424000721e-06,0.047619047619047616
O75426,2,0.0,1.0
Q92730,15,5.674890248510038e-06,0.01904761904761905
Q92731,338,0.0031090231169917703,0.02786508173406142
Q92733,12,4.8031362985097215e-06,0.15151515151515152
Q92734,54,0.0002437737109978219,0.10761705101327743
Q9H773,18,3.201143619254341e-05,0.16339869281045752
Q92736,24,7.797788889818962e-05,0.10507246376811594
P43026,7,1.1533693018049856e-06,0.2857142857142857
O60609,1,0.0,0.0
Q02846,6,0.00036095640642373305,0.0
Q00765,10,2.3265899483054278e-05,0.06666666666666667
O60603,24,0.00010061863137605233,0.06159420289855073
O60602,5,1.9872431013229504e-07,0.4
Q8NBH2,1,0.0,0.0
Q5BKT4,2,1.0881226167694985e-07,0.0
O00506,167,0.0006601929974667274,0.09739557030517279
O00505,38,4.773820803861228e-05,0.07681365576102418
P17927,6,2.815590509252074e-06,0.06666666666666667
O00501,4,2.260960138812813e-07,0.6666666666666666
Q14849,1,0.0,0.0
P01009,36,0.0005663750930351413,0.02857142857142857
P01008,7,7.395469590362528e-06,0.09523809523809523
Q9H7M9,2,1.7378784494822685e-07,0.0
Q01581,9,2.2939625157430944e-06,0.1111111111111111
P02763,8,1.0095912193666537e-05,0.0
B7U540,16,7.2963236278343175e-06,0.25
Q9BXB4,10,3.446194551114801e-05,0.17777777777777778
P23276,7,6.249463600865158e-05,0.09523809523809523
Q8IYD1,19,1.5090471151497575e-05,0.3508771929824561
P08034,10,5.341715447237387e-05,0.2
Q9BXB1,5,2.3159526790977708e-05,0.4
Q13007,5,2.052727815469061e-05,0.0
Q8NGN1,1,0.0,0.0
Q13009,37,0.00012685304839143142,0.09309309309309309
O75391,1,0.0,0.0
Q8IYD8,25,0.00010057519936374867,0.2633333333333333
O75396,43,0.00030054593711774906,0.10299003322259136
O75394,1,0.0,0.0
Q9Y4F9,6,1.237277920982181e-06,0.2
P51522,3,2.0504603818380025e-07,0.3333333333333333
Q8IVD9,13,9.236032323911513e-06,0.10256410256410256
Q8TE68,6,1.356152927085957e-06,0.06666666666666667
Q9Y4F1,2,1.5983220799585122e-06,0.0
Q8TE67,5,1.5052024231592435e-06,0.0
Q9Y4F3,3,1.8353713513870822e-06,0.3333333333333333
Q99075,12,1.0785146299569372e-05,0.13636363636363635
P78352,118,0.002851918580059345,0.04983340576560916
Q8N326,1,0.0,0.0
Q96R67,1,0.0,0.0
P46013,30,4.43229856263954e-05,0.14022988505747128
Q66K89,15,1.6989663800882526e-05,0.2
Q8WVD5,4,6.953257865208811e-07,0.3333333333333333
Q8WVD3,16,4.876604724032717e-05,0.11666666666666667
P46019,9,9.136963566701194e-06,0.1111111111111111
Q9NPG3,10,1.2272933462774936e-05,0.24444444444444444
P98073,2,1.2714134821429652e-05,0.0
Q9NPG1,3,1.0061970108982017e-06,0.0
O94979,15,1.0928066979738033e-05,0.13333333333333333
P42772,15,5.376775699565306e-05,0.05714285714285714
P42773,23,2.2567621650207903e-05,0.08695652173913043
Q9BSD3,2,0.0,1.0
P42771,146,0.0007414698131763891,0.0684931506849315
O94972,38,0.0001644974094738448,0.08819345661450925
O94973,30,7.586987961566634e-05,0.21839080459770116
Q9NPG8,1,0.0,0.0
Q5T3J3,132,0.0008850597488915549,0.03261623872310895
P30154,72,0.0001494780005479436,0.1189358372456964
Q8WXH0,19,2.756822514260396e-05,0.04678362573099415
Q8TC07,26,3.103646556616072e-05,0.08
Q8TC05,2,3.530203061233948e-08,0.0
P41970,11,1.0179906892702098e-05,0.16363636363636364
Q9UGC6,4,4.718743501016085e-06,0.3333333333333333
P62633,62,0.0002705331452873147,0.12057112638815441
Q9UI09,20,4.691622057181327e-05,0.1368421052631579
Q8N4X5,8,9.863517336843888e-06,0.42857142857142855
Q96JL9,1,0.0,0.0
Q8WV16,7,1.3653631633254728e-06,0.6666666666666666
Q8WV19,1,0.0,0.0
Q9HCQ7,3,0.0,1.0
Q9H0W5,8,1.3671705847259606e-06,0.2857142857142857
Q6NUI1,1,0.0,0.0
P19440,5,1.4539563534482826e-06,0.4
Q9Y4K3,469,0.007099775190183099,0.02722650483844514
P19447,39,0.00012157157232801832,0.18488529014844804
Q14847,21,4.354135387485378e-05,0.09047619047619047
P26651,34,0.00018304739408825894,0.09982174688057041
Q16518,2,0.00015250639888648185,0.0
Q16514,33,7.449395938093538e-05,0.3465909090909091
Q16515,5,3.935819259969396e-07,0.5
Q16512,48,0.0001900416080774238,0.0673758865248227
Q16513,29,6.897369220664537e-05,0.11822660098522167
P11836,25,7.649068781408772e-05,0.02
Q14002,3,0.0,1.0
Q14003,2,1.128981341130453e-06,0.0
Q14004,17,1.5547805714819775e-05,0.08823529411764706
Q14005,30,0.00032290498362354513,0.04367816091954023
Q14008,30,8.435296480430379e-05,0.09885057471264368
Q9H3P2,12,1.4296285593829002e-05,0.3333333333333333
Q8WY21,2,9.486274527982072e-08,0.0
Q9BUV8,41,8.82480327999322e-05,0.0524390243902439
Q8NCW5,5,3.348098352813935e-05,0.2
Q9NUT2,10,6.587061781157883e-06,0.0
Q6Y288,1,0.0,0.0
Q8NCW6,1,0.0,0.0
P00390,24,8.079614470799369e-05,0.19202898550724637
Q9UFC0,8,5.568138749422472e-06,0.4642857142857143
O14939,35,6.687874596601886e-05,0.12436974789915967
O14936,64,0.0010145567045755483,0.04365079365079365
O43324,33,3.8107985310528577e-06,0.38636363636363635
O43323,2,4.158549794388804e-08,0.0
O14933,40,5.304703276683316e-05,0.038461538461538464
O43320,1,0.0,0.0
P04839,11,3.415257887160673e-06,0.4727272727272727
P49406,29,5.146450585808982e-05,0.3275862068965517
Q6PEV8,2,0.0,1.0
P0DL12,1,0.0,0.0
Q8IZJ3,2,0.0,1.0
Q8IZJ0,2,8.578930781765623e-07,0.0
Q8IZJ1,2,0.0,1.0
P42336,59,0.00021345689997183176,0.07071887784921099
Q8IZJ4,4,3.155838728315755e-07,0.3333333333333333
Q7Z7F7,18,1.932603722152428e-06,0.39215686274509803
Q7Z7F0,4,1.2762854133131389e-06,0.5
P56937,6,9.916023678922404e-06,0.0
Q8NCX0,1,0.0,0.0
Q9Y2K6,46,9.751836479042547e-05,0.04927536231884058
Q9Y2K7,16,2.3074449503518683e-05,0.1
P37088,18,9.778128650132709e-06,0.1895424836601307
Q9Y2K1,6,6.649701344440879e-06,0.26666666666666666
Q9BY27,6,2.03722552385377e-06,0.06666666666666667
Q9UHY1,19,2.9546815181946286e-05,0.14619883040935672
Q96MT3,4,2.043095189565837e-06,0.0
Q96MT1,1,0.0,0.0
Q9UHY8,19,1.833346687107669e-05,0.09941520467836257
O14681,3,1.0593318722695212e-06,0.3333333333333333
O14682,10,1.2148069563292877e-06,0.3333333333333333
O14683,1,0.0,0.0
O14684,2,2.0216231784430594e-07,0.0
O14686,29,4.7224161913984106e-05,0.25862068965517243
Q96MT8,25,9.958055826401345e-05,0.07
Q9UNE7,180,0.0017131333775424226,0.07839851024208566
Q9UNE2,13,0.00015895882386465936,0.07692307692307693
Q9UNE0,6,1.9609027707468547e-05,0.5333333333333333
Q00975,9,6.457190392256747e-06,0.0
Q86SZ2,7,1.2814070448718066e-07,0.7619047619047619
Q00978,23,0.00015481804571040923,0.07905138339920949
Q7Z2T5,10,7.4546998621889405e-06,0.26666666666666666
Q9BYM8,53,0.0001425101388831398,0.14223512336719885
P22888,13,0.0001789318890701766,0.10256410256410256
P50895,3,1.3457963679182398e-06,0.3333333333333333
P50897,12,2.8362049669861696e-05,0.030303030303030304
Q8IY21,1,0.0,0.0
Q9Y3D0,8,2.262733394485143e-06,0.17857142857142858
Q63HM2,3,3.741124253573823e-07,0.3333333333333333
O95755,2,2.3442686786024404e-09,0.0
O95754,2,3.339693392289846e-06,0.0
O95757,37,0.00013748449986547703,0.057057057057057055
O95751,33,0.00017217500806203894,0.0625
O95750,2,3.5037079926523125e-08,0.0
Q6UY11,3,3.0607700030587148e-06,0.6666666666666666
